owner_org,d_fiscal_year,total
atssc-scdata,2017-2018,289244.60
atssc-scdata,2018-2019,297077.90
atssc-scdata,2019-2020,104526.68
atssc-scdata,2020-2021,48278.35
atssc-scdata,2021-2022,46802.72
ced-dec,2020-2021,68122.69
cihr-irsc,2018-2019,97557.36
cihr-irsc,2019-2020,37055.28
cihr-irsc,2020-2021,578.58
cihr-irsc,2021-2022,6211.23
cra-arc,2017-2018,95193.48
cra-arc,2018-2019,22028.91
cra-arc,2019-2020,1145937.70
cra-arc,2020-2021,844268.49
cra-arc,2021-2022,6105.44
csa-asc,2017-2018,157315.89
csa-asc,2018-2019,157315.89
csc-scc,2017-2018,521024.67
csc-scc,2018-2019,243083.47
csc-scc,2019-2020,17829.17
dfatd-maecd,2018-2019,20727.74
dnd-mdn,2017-2018,228276.52
dnd-mdn,2018-2019,2654138.79
dnd-mdn,2019-2020,1187679.60
dnd-mdn,2020-2021,2758464.72
dnd-mdn,2021-2022,374009.24
ec,2017-2018,16910.18
ec,2018-2019,357682.06
ec,2019-2020,231690.22
ec,2020-2021,124585.21
ec,2021-2022,459553.42
elections,2017-2018,682471.27
elections,2018-2019,346598.11
elections,2019-2020,419987.89
elections,2020-2021,316857.59
elections,2021-2022,322295.36
fintrac-canafe,2019-2020,79326.00
hc-sc,2017-2018,248156.86
hc-sc,2018-2019,999144.46
hc-sc,2019-2020,2338845.56
hc-sc,2020-2021,1005706.01
hc-sc,2021-2022,183878.07
ic,2017-2018,77169.68
ic,2019-2020,3987.44
ic,2020-2021,18778.88
ic,2021-2022,17594.09
lac-bac,2018-2019,583986.13
lac-bac,2019-2020,1338599.45
lac-bac,2020-2021,1834194.74
lac-bac,2021-2022,1834712.36
mgerc-ceegm,2020-2021,23533.09
nrc-cnrc,2017-2018,2968.80
nrc-cnrc,2018-2019,97343.25
nrc-cnrc,2019-2020,74532.19
nrc-cnrc,2020-2021,90042.47
nrc-cnrc,2021-2022,222749.17
nrcan-rncan,2017-2018,11366.67
nrcan-rncan,2018-2019,821214.58
nrcan-rncan,2019-2020,738787.52
nrcan-rncan,2020-2021,615056.69
nrcan-rncan,2021-2022,29298.92
oag-bvg,2018-2019,113991.03
osfi-bsif,2017-2018,360324.52
osfi-bsif,2018-2019,516635.06
osfi-bsif,2019-2020,417166.80
osfi-bsif,2020-2021,255766.36
osfi-bsif,2021-2022,3901.45
ps-sp,2017-2018,856304.79
ps-sp,2018-2019,36458.32
pwgsc-tpsgc,2017-2018,2877190.07
pwgsc-tpsgc,2018-2019,3466902.54
pwgsc-tpsgc,2019-2020,3029898.68
pwgsc-tpsgc,2020-2021,1814792.74
pwgsc-tpsgc,2021-2022,1253291.22
rcmp-grc,2017-2018,1034270.81
rcmp-grc,2020-2021,15352.11
rcmp-grc,2021-2022,118612.62
ssc-spc,2017-2018,24372030.47
ssc-spc,2018-2019,23095330.89
ssc-spc,2019-2020,32996231.27
ssc-spc,2020-2021,46795644.88
ssc-spc,2021-2022,54932769.31
tbs-sct,2017-2018,59068.95
tbs-sct,2018-2019,54257.97
tbs-sct,2019-2020,122493.01
tbs-sct,2020-2021,72764.79
tbs-sct,2021-2022,24288.99
tc,2019-2020,83902.50
tc,2020-2021,106217.83
