owner_org,d_fiscal_year,total
cnsc-ccsn,2017-2018,18938.58
cnsc-ccsn,2018-2019,11300.00
crtc,2017-2018,23651.00
crtc,2018-2019,23730.00
dfatd-maecd,2020-2021,39889.00
dfatd-maecd,2021-2022,12222.03
dnd-mdn,2018-2019,52262.50
dnd-mdn,2021-2022,221323.25
esdc-edsc,2018-2019,24998.99
ic,2017-2018,24973.00
ic,2020-2021,10545.00
ic,2021-2022,67393.43
jus,2018-2019,24916.50
nrc-cnrc,2020-2021,59107.69
nrc-cnrc,2021-2022,31292.31
nrcan-rncan,2018-2019,16950.00
nrcan-rncan,2020-2021,11300.00
nrcan-rncan,2021-2022,39126.25
nsira-ossnr,2021-2022,99835.50
oag-bvg,2017-2018,0.00
oag-bvg,2018-2019,0.00
opc-cpvp,2018-2019,24860.00
opc-cpvp,2019-2020,24860.00
osgg-bsgg,2021-2022,14469.08
ps-sp,2021-2022,21187.50
psc-cfp,2019-2020,24577.50
vac-acc,2017-2018,385073.18
vac-acc,2018-2019,3813936.59
vac-acc,2019-2020,3824385.73
