d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,0.00,0.00
0_other,2018-2019,280.93,283.69
0_other,2019-2020,102819.05,101951.37
0_other,2020-2021,0.00,0.00
1_facilities_and_construction,2017-2018,62019.32,63577.95
1_facilities_and_construction,2018-2019,125484.59,127430.06
1_facilities_and_construction,2019-2020,102723.63,101844.86
1_facilities_and_construction,2020-2021,77088.08,73253.24
1_facilities_and_construction,2021-2022,49155.60,45638.27
10_office_management,2017-2018,5207826.09,5341800.29
10_office_management,2018-2019,6473369.98,6571456.24
10_office_management,2019-2020,7471829.29,7405119.41
10_office_management,2020-2021,7468504.55,7098792.76
10_office_management,2021-2022,6790999.07,6307493.64
11_defence,2017-2018,282943.40,290247.31
11_defence,2018-2019,387405.66,393383.63
11_defence,2019-2020,348722.47,346170.06
11_defence,2020-2021,510612.00,485497.07
11_defence,2021-2022,456652.67,424099.57
2_professional_services,2018-2019,10170.00,10297.70
2_professional_services,2019-2020,604.84,590.20
2_professional_services,2020-2021,3679.44,3497.94
2_professional_services,2021-2022,7395.94,6821.30
3_information_technology,2017-2018,2319039.11,2379137.89
3_information_technology,2018-2019,2772964.89,2813112.13
3_information_technology,2019-2020,2667870.61,2641913.46
3_information_technology,2020-2021,2857611.51,2708717.57
3_information_technology,2021-2022,3816120.13,3510925.27
6_industrial_products_and_services,2017-2018,39819.44,40836.16
6_industrial_products_and_services,2018-2019,3983.03,4044.98
6_industrial_products_and_services,2019-2020,1496749.71,1468792.50
6_industrial_products_and_services,2020-2021,3460296.17,3289670.67
6_industrial_products_and_services,2021-2022,3420678.26,3175911.63
7_travel,2017-2018,73456.71,75188.24
