d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,0.00,0.00
0_other,2018-2019,280.93,283.69
0_other,2019-2020,102819.05,101951.37
0_other,2020-2021,0.00,0.00
1_facilities_and_construction,2017-2018,62019.32,63577.95
1_facilities_and_construction,2018-2019,125484.59,127430.06
1_facilities_and_construction,2019-2020,102723.63,101844.86
1_facilities_and_construction,2020-2021,77088.08,73253.24
1_facilities_and_construction,2021-2022,49155.60,45638.27
10_office_management,2017-2018,5198389.26,5332120.57
10_office_management,2018-2019,6464329.29,6562270.93
10_office_management,2019-2020,7442485.56,7376140.01
10_office_management,2020-2021,7435341.29,7067268.86
10_office_management,2021-2022,6784658.39,6301330.89
11_defence,2017-2018,282947.11,290251.11
11_defence,2018-2019,387411.21,393389.26
11_defence,2019-2020,348728.04,346175.57
11_defence,2020-2021,510617.55,485502.35
11_defence,2021-2022,456658.22,424104.72
2_professional_services,2018-2019,10170.00,10297.70
2_professional_services,2019-2020,604.84,590.20
2_professional_services,2020-2021,3679.44,3497.94
2_professional_services,2021-2022,7395.94,6821.30
3_information_technology,2017-2018,2328256.68,2388594.32
3_information_technology,2018-2019,2782182.47,2822473.05
3_information_technology,2019-2020,2698834.73,2672500.70
3_information_technology,2020-2021,2899322.00,2748370.49
3_information_technology,2021-2022,3857830.62,3549651.17
6_industrial_products_and_services,2017-2018,39819.44,40836.16
6_industrial_products_and_services,2018-2019,3983.03,4044.98
6_industrial_products_and_services,2019-2020,3015303.50,2958990.04
6_industrial_products_and_services,2020-2021,6924497.00,6582983.46
6_industrial_products_and_services,2021-2022,6884879.09,6392231.57
7_travel,2017-2018,73456.71,75188.24
