d_vendor_name,overall_total
TOTEM OFFISOURCE,845498.2976470588
OPENTEXT,728850
EXCEL HUMAN RESOURCES,581010.8892614401
CANON,445202.2984847167
SI SYSTEMS,404245.53
KPMG,342957.27
NISHA TECHONOLOGIES,333629.28
LUMINA IT,327238.5654648956
TOSHIBA CANADA,257029.81
GENESIS INTEGRATION,256715.82
ESRI,219456.28142469682
LIONBRIDGE,216960
XEROX,186261.5262087358
STANTEC,186110.25
PHASELOCK SYSTEMS INTERNATIONAL,175192.04
EBERHARD VON HUENE ASSOCIATES,162691.46
INSTRUX MEDIA,141386.84417119567
ADRM TECHNOLOGY CONSULTING,105157.8
RAYMOND CHABOT GRANT THORNTON,95048.23
MICHAEL WAGER CONSULTING,84055.05
MAPLESOFT CONSULTING,79582.1218975332
CALIAN,70818.23
GOSS GILROY,69749.5676730486
TURTLE ISLAND STAFFING,68490.12000000001
QMR,53222.229999999996
PURELOGIC,52070.4
MICROSOFT CANADA,48307.5
STRATOS,47121
GOLDER ASSOCIATES,46898.39
SOFTCHOICE,43115.97196380057
LANNICK CONTRACT SOLUTIONS,41780.619999999995
IRON MOUNTAIN,40661.94
UNIVERSITY OF OTTAWA,38075.774566473985
INFO TECH RESEARCH GROUP,37239.964419191914
CEDROM SNI,34968.637945205475
CSDC SYSTEMS,33404.23660273973
FAST TRACK STAFFING,31321.048387096776
GLOBAL UPHOLSTERY,26670.949999999997
C CORE,24995.25
HYPERTEC,22487
MORNEAU SHEPELL,21531.645369863014
MGIS,20988.592715894865
GLOBAL KNOWLEDGE,18025.760000000002
GATESTONE,17993.714808743167
MAXSYS STAFFING AND CONSULTING,17095.77
3D DATACOMM,16021.47
CANADIAN CORPS OF COMMISSIONAIRES,15468.34
DYNAMIC PERSONNEL CONSULTANTS,14051.76589727058
FUGRO GEOSURVEYS,11500
EPERFORMANCE,9851.186858316221
QUANTUM MANAGEMENT SERVICES,325.1
