d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2020-2021,4969.28
1_facilities_and_construction,2021-2022,5966.40
10_office_management,2017-2018,525144.26
10_office_management,2018-2019,570450.37
10_office_management,2019-2020,146879.09
10_office_management,2020-2021,91807.40
10_office_management,2021-2022,59117.15
2_professional_services,2017-2018,309571.41
2_professional_services,2018-2019,885395.06
2_professional_services,2019-2020,2150937.08
2_professional_services,2020-2021,2037330.30
2_professional_services,2021-2022,2149284.84
3_information_technology,2017-2018,317840.69
3_information_technology,2018-2019,877869.71
3_information_technology,2019-2020,1400173.56
3_information_technology,2020-2021,959585.31
3_information_technology,2021-2022,1085149.54
7_travel,2019-2020,44749.89
8_security_and_protection,2019-2020,15468.34
9_human_capital,2017-2018,11852.77
9_human_capital,2018-2019,156890.09
9_human_capital,2019-2020,91583.48
9_human_capital,2020-2021,110181.18
9_human_capital,2021-2022,189369.90
