d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,24015.52,24637.84
2_professional_services,2018-2019,65047.54,65844.16
2_professional_services,2019-2020,150309.52,148843.54
2_professional_services,2020-2021,137400.80,130622.86
2_professional_services,2021-2022,137400.80,127569.09
3_information_technology,2017-2018,740890.87,760217.55
3_information_technology,2018-2019,1027692.25,1043471.07
3_information_technology,2019-2020,703594.63,695895.10
3_information_technology,2020-2021,787289.27,748322.79
3_information_technology,2021-2022,1029264.45,951069.47
