d_vendor_name,d_fiscal_year,total
ACART COMMUNICATIONS,2017-2018,1113596.9032328832
ACART COMMUNICATIONS,2018-2019,1113596.9032328832
ACART COMMUNICATIONS,2019-2020,351626.72064777324
ACT,2017-2018,163140.36
ACT,2018-2019,805.2639344262295
ACT,2019-2020,42731.4357147541
ACT,2020-2021,59190.470350819676
ADGA GROUP,2017-2018,35790.57692307693
ADGA GROUP,2018-2019,56867.78895390071
ADGA GROUP,2019-2020,97259.86335106383
ADGA GROUP,2020-2021,96994.12601950354
ADRM TECHNOLOGY CONSULTING,2017-2018,285905.2506426735
ADRM TECHNOLOGY CONSULTING,2018-2019,285905.2506426735
ADRM TECHNOLOGY CONSULTING,2019-2020,286688.5526992288
AECOM,2020-2021,267682.06647662487
ALTIS HUMAN RESOURCES,2017-2018,37660.24536762557
ALTIS HUMAN RESOURCES,2018-2019,44421.28709345176
ALTIS HUMAN RESOURCES,2019-2020,22374.143517853874
ALTIS HUMAN RESOURCES,2020-2021,478998.18225412804
AMITA,2017-2018,751270.4305620608
AMITA,2018-2019,751270.4305620608
AMITA,2019-2020,376664.3528571428
ARTEMP PERSONNEL SERVICES,2017-2018,86734.24323973095
ARTEMP PERSONNEL SERVICES,2018-2019,179246.5642045455
ARTEMP PERSONNEL SERVICES,2019-2020,468806.87379456934
ARTEMP PERSONNEL SERVICES,2020-2021,116157.25688724888
BANFIELD SEGUIN,2017-2018,614522.783018868
BANFIELD SEGUIN,2018-2019,954471.5566037736
BANFIELD SEGUIN,2019-2020,1966521.4326195468
BANFIELD SEGUIN,2020-2021,2668163.338878906
BDO CANADA,2017-2018,24754.06
BDO CANADA,2018-2019,27312.853333333336
BDO CANADA,2019-2020,74161.14666666667
BELL CANADA,2019-2020,179035.27999999997
BELL CANADA,2020-2021,332694.6
BELL DISTRIBUTION,2017-2018,447191.85
BLOOMBERG FINANCE,2017-2018,137965.21471560557
BLOOMBERG FINANCE,2018-2019,127420.69782564857
BLOOMBERG FINANCE,2019-2020,107135.57870252695
CANADIAN CORPS OF COMMISSIONAIRES,2017-2018,104915.11000000002
CANADIAN CORPS OF COMMISSIONAIRES,2018-2019,108197.02
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,110721.99544235924
CANADIAN CORPS OF COMMISSIONAIRES,2020-2021,109157.60455764075
CARAHSOFT TECHNOLOGY,2017-2018,87983.1320784874
CARAHSOFT TECHNOLOGY,2018-2019,40627.13765839041
CARAHSOFT TECHNOLOGY,2019-2020,74600.93890410959
CARAHSOFT TECHNOLOGY,2020-2021,3764.0145205479457
CARON TRAINING CENTRE,2017-2018,81073.90616093836
CARON TRAINING CENTRE,2018-2019,22823.545058573833
CARON TRAINING CENTRE,2019-2020,22610
