d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,86471.30,89208.55
10_office_management,2017-2018,10060.31,10399.53
3_information_technology,2019-2020,0.00,0.00
5_transportation_and_logistics,2017-2018,8952909.12,9222267.12
5_transportation_and_logistics,2018-2019,6124303.56,6233916.24
5_transportation_and_logistics,2019-2020,4220676.70,4169499.20
5_transportation_and_logistics,2020-2021,2233358.47,2126914.71
5_transportation_and_logistics,2021-2022,3250316.11,3046901.98
9_human_capital,2019-2020,2197.09,2144.75
9_human_capital,2020-2021,12659.43,11990.66
