owner_org,d_fiscal_year,total,total_constant_2019_dollars
aandc-aadnc,2019-2020,55615.50,54651.58
aandc-aadnc,2020-2021,63791.36,60644.56
aandc-aadnc,2021-2022,63791.36,49901.73
cbsa-asfc,2021-2022,22867.77,0.00
cra-arc,2019-2020,890090.15,881082.04
cra-arc,2020-2021,1012096.28,962169.85
cra-arc,2021-2022,1012096.28,791727.11
dfatd-maecd,2018-2019,437.38,441.68
dfatd-maecd,2019-2020,16884.02,16711.68
dfatd-maecd,2020-2021,11453.37,10860.60
dfatd-maecd,2021-2022,17911.30,15556.58
hc-sc,2017-2018,21026.13,21567.93
hc-sc,2018-2019,6780.16,6927.43
ic,2018-2019,648.43,654.81
ic,2019-2020,135760.26,133751.85
ic,2020-2021,158659.56,150832.93
ic,2021-2022,147689.90,98273.30
irb-cisr,2019-2020,82.00,80.01
irb-cisr,2020-2021,14964.48,14226.29
jus,2018-2019,4779.40,4826.42
jus,2019-2020,363302.33,360024.43
jus,2020-2021,377645.21,359016.08
jus,2021-2022,913848.07,698740.05
pco-bcp,2019-2020,260439.59,256378.52
pco-bcp,2020-2021,23482.72,22156.23
pco-bcp,2021-2022,242528.76,189721.67
rcmp-grc,2018-2019,4547.18,4591.92
rcmp-grc,2019-2020,694381.05,682766.35
rcmp-grc,2020-2021,381178.22,358924.28
rcmp-grc,2021-2022,603646.46,469297.12
tc,2019-2020,58815.62,58164.07
tc,2020-2021,39891.76,37987.24
tc,2021-2022,64673.41,50772.38
