d_vendor_name,d_fiscal_year,total
ARTEMP PERSONNEL SERVICES,2018-2019,21750
ARTEMP PERSONNEL SERVICES,2020-2021,73287.80056074767
INTERACTIVE AUDIO VISUAL,2020-2021,149990.75
LARIMAR STARTEGIES,2018-2019,21600
LARIMAR STRATEGIES,2019-2020,21600
MLT AIKANS,2018-2019,15029
NICOLE CHENEVERT MIQUELON,2017-2018,8791.970802919708
NICOLE CHENEVERT MIQUELON,2018-2019,21991.97080291971
NICOLE CHENEVERT MIQUELON,2019-2020,8816.058394160584
NIVA,2020-2021,19210
PLEIAD CANADA,2020-2021,147749.71613165378
PUBLIC WORKS CANADA,2017-2018,31417.32283464567
REVAL CONSTRUCTION,2019-2020,57930.94
RHETORICA,2020-2021,29978.9
STATISTIC CANADA,2017-2018,54952
STEVE S PHOTO,2018-2019,5000
STEWART + TSAI ARCHITECTS,2020-2021,52618.450000000004
THE COMPUTER MEDIA GROUP,2020-2021,13965.78
THE GLOBE MAIL,2017-2018,12976.38
THE RIGHT DOOR CONSULTING AND,2020-2021,38928.5
THE WINNIPEG FAIRMONT,2018-2019,36507
