d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2018-2019,7663.67,7739.07
it_consulting_services,2019-2020,59678.79,59175.16
it_consulting_services,2020-2021,59515.73,56579.84
it_consulting_services,2021-2022,163.06,154.18
it_devices_equipment,2017-2018,59492.22,60912.27
it_devices_equipment,2019-2020,19619.92,19180.69
it_other,2017-2018,113472.98,116360.10
it_other,2018-2019,134522.87,136420.84
it_other,2019-2020,76212.63,74740.37
it_other,2020-2021,23005.32,21902.23
it_software_licensing,2017-2018,33095.32,33912.66
it_software_licensing,2019-2020,189079.18,187591.29
it_software_licensing,2020-2021,211044.95,200328.10
it_software_licensing,2021-2022,195.86,185.19
