d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,730411.62
1_facilities_and_construction,2018-2019,71588.76
10_office_management,2017-2018,310276.36
10_office_management,2018-2019,85575.25
10_office_management,2019-2020,541378.02
10_office_management,2020-2021,10724765.73
2_professional_services,2018-2019,40149.18
5_transportation_and_logistics,2018-2019,75138.77
5_transportation_and_logistics,2019-2020,704502.47
5_transportation_and_logistics,2020-2021,32110.50
6_industrial_products_and_services,2017-2018,1305745.28
6_industrial_products_and_services,2018-2019,3260878.65
6_industrial_products_and_services,2019-2020,7738226.21
6_industrial_products_and_services,2020-2021,18942040.42
