d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,19598.78,20068.60
10_office_management,2017-2018,77633.72,79554.03
10_office_management,2018-2019,62626.06,63274.85
10_office_management,2019-2020,180116.19,177842.68
10_office_management,2020-2021,108981.90,103126.06
10_office_management,2021-2022,245542.62,228096.91
2_professional_services,2017-2018,1383350.64,1418109.38
2_professional_services,2018-2019,940250.67,954944.96
2_professional_services,2019-2020,1266909.37,1252128.75
2_professional_services,2020-2021,1157652.11,1100198.98
2_professional_services,2021-2022,2573726.37,2371793.90
3_information_technology,2017-2018,1030469.85,1056400.14
3_information_technology,2018-2019,1627065.23,1648488.19
3_information_technology,2019-2020,1800424.49,1792461.15
3_information_technology,2020-2021,1022365.80,970791.63
3_information_technology,2021-2022,1079137.00,997670.57
5_transportation_and_logistics,2017-2018,32084.85,32854.80
6_industrial_products_and_services,2020-2021,12011.07,11418.57
8_security_and_protection,2017-2018,23228.64,23830.57
8_security_and_protection,2018-2019,26388.07,26797.09
8_security_and_protection,2019-2020,27028.89,26800.79
8_security_and_protection,2020-2021,27035.10,25701.47
9_human_capital,2017-2018,137650.93,141027.61
9_human_capital,2018-2019,60555.88,61278.87
9_human_capital,2019-2020,27719.17,27485.25
9_human_capital,2020-2021,18384.18,17323.69
9_human_capital,2021-2022,42081.09,38821.91
