d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,559730.88
1_facilities_and_construction,2018-2019,766035.34
1_facilities_and_construction,2019-2020,1138340.68
1_facilities_and_construction,2020-2021,342763.52
1_facilities_and_construction,2021-2022,336214.81
10_office_management,2017-2018,16265.40
10_office_management,2018-2019,46129.68
10_office_management,2019-2020,181270.91
10_office_management,2020-2021,389575.79
10_office_management,2021-2022,253543.29
11_defence,2017-2018,10982.40
11_defence,2019-2020,480432.73
11_defence,2020-2021,37231.20
11_defence,2021-2022,301604.01
2_professional_services,2017-2018,1942702.80
2_professional_services,2018-2019,1811681.54
2_professional_services,2019-2020,2189316.22
2_professional_services,2020-2021,4431636.70
2_professional_services,2021-2022,7416532.82
3_information_technology,2017-2018,42247.39
3_information_technology,2018-2019,100130.63
3_information_technology,2019-2020,64975.00
3_information_technology,2020-2021,33889.82
3_information_technology,2021-2022,362287.78
4_medical,2018-2019,134500.66
5_transportation_and_logistics,2017-2018,122329.83
5_transportation_and_logistics,2018-2019,74311.44
5_transportation_and_logistics,2019-2020,255769.18
5_transportation_and_logistics,2020-2021,160304.48
5_transportation_and_logistics,2021-2022,334014.59
6_industrial_products_and_services,2017-2018,172937.34
6_industrial_products_and_services,2019-2020,65809.86
6_industrial_products_and_services,2020-2021,1637869.18
6_industrial_products_and_services,2021-2022,144026.93
7_travel,2017-2018,154617.87
7_travel,2021-2022,64576.64
8_security_and_protection,2017-2018,205823139.81
8_security_and_protection,2018-2019,236381304.46
8_security_and_protection,2019-2020,244327135.13
8_security_and_protection,2020-2021,248631933.76
8_security_and_protection,2021-2022,310526432.28
9_human_capital,2020-2021,25001.42
9_human_capital,2021-2022,67596.43
NA,2020-2021,63000.00
NA,2021-2022,111300.00
