d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,3796688.19,3895181.67
it_consulting_services,2018-2019,3842885.97,3902432.55
it_consulting_services,2019-2020,4186466.35,4148189.24
it_consulting_services,2020-2021,4044744.52,3845238.52
it_consulting_services,2021-2022,119585.06,111028.15
it_other,2019-2020,3884.66,3810.63
it_other,2020-2021,362778.68,345402.40
it_other,2021-2022,303437.38,280670.53
it_software_licensing,2018-2019,36591.67,36993.56
it_software_licensing,2020-2021,64497.55,61370.51
