owner_org,d_fiscal_year,total
aafc-aac,2017-2018,29493.00
aafc-aac,2018-2019,22594.35
aafc-aac,2019-2020,39643.79
aafc-aac,2020-2021,17759.65
aafc-aac,2021-2022,15007.66
cfia-acia,2017-2018,399821.12
cfia-acia,2018-2019,339537.88
cfia-acia,2019-2020,244486.80
cfia-acia,2020-2021,553175.46
cfia-acia,2021-2022,106586.12
dfo-mpo,2017-2018,33250.26
dfo-mpo,2018-2019,27165.84
dfo-mpo,2019-2020,40791.14
dfo-mpo,2020-2021,30484.79
dfo-mpo,2021-2022,37426.20
dnd-mdn,2017-2018,446467.61
dnd-mdn,2018-2019,131150.70
dnd-mdn,2019-2020,325979.72
dnd-mdn,2020-2021,680950.50
dnd-mdn,2021-2022,469730.33
ec,2017-2018,167389.02
ec,2018-2019,132352.97
ec,2019-2020,276032.50
ec,2020-2021,92424.31
ec,2021-2022,161230.94
hc-sc,2017-2018,609991.16
hc-sc,2018-2019,110910.97
hc-sc,2019-2020,4825.92
hc-sc,2020-2021,4812.73
hc-sc,2021-2022,1503.15
isc-sac,2017-2018,35630.39
isc-sac,2018-2019,1909781.24
isc-sac,2019-2020,2104055.95
isc-sac,2020-2021,2098307.16
isc-sac,2021-2022,1770738.18
nrcan-rncan,2017-2018,22773.83
nrcan-rncan,2018-2019,141790.81
nrcan-rncan,2019-2020,96658.62
nrcan-rncan,2020-2021,87074.53
nrcan-rncan,2021-2022,86842.21
pc,2017-2018,23100.00
pc,2018-2019,32744.95
pc,2019-2020,60742.36
pc,2020-2021,38167.78
pc,2021-2022,213654.21
pwgsc-tpsgc,2017-2018,100251.35
pwgsc-tpsgc,2018-2019,10166.84
