d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,635235.56,651425.83
2_professional_services,2018-2019,1298594.40,1317827.74
2_professional_services,2019-2020,562060.35,556480.90
2_professional_services,2020-2021,751877.22,713901.72
2_professional_services,2021-2022,843424.52,782647.64
3_information_technology,2017-2018,507947.42,521058.35
3_information_technology,2018-2019,301470.56,306007.70
3_information_technology,2019-2020,511813.60,507021.23
3_information_technology,2020-2021,588693.48,559773.92
3_information_technology,2021-2022,791776.76,735330.73
9_human_capital,2019-2020,11306.92,11033.29
9_human_capital,2020-2021,47443.61,45103.85
9_human_capital,2021-2022,27609.58,25633.98
