d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,635435.55,651631.01
2_professional_services,2018-2019,1298794.40,1318030.85
2_professional_services,2019-2020,562260.89,556679.75
2_professional_services,2020-2021,752077.22,714091.86
2_professional_services,2021-2022,843624.52,782833.33
3_information_technology,2017-2018,496856.49,509698.08
3_information_technology,2018-2019,280275.84,284483.37
3_information_technology,2019-2020,490560.81,485947.79
3_information_technology,2020-2021,567498.75,539624.73
3_information_technology,2021-2022,770582.03,715652.60
9_human_capital,2019-2020,11306.92,11033.29
9_human_capital,2020-2021,47443.61,45103.85
9_human_capital,2021-2022,27609.58,25633.98
