d_most_recent_category,d_fiscal_year,total
10_office_management,2017-2018,99721.13
10_office_management,2018-2019,290138.20
10_office_management,2019-2020,140267.81
10_office_management,2020-2021,133485.20
10_office_management,2021-2022,11266.10
11_defence,2017-2018,363344.49
11_defence,2018-2019,486341.71
11_defence,2019-2020,223653.18
11_defence,2020-2021,477054.24
11_defence,2021-2022,249284.75
2_professional_services,2017-2018,15705.64
3_information_technology,2017-2018,841515.58
3_information_technology,2018-2019,580556.81
3_information_technology,2019-2020,723902.28
3_information_technology,2020-2021,508675.61
3_information_technology,2021-2022,567293.87
6_industrial_products_and_services,2017-2018,44710.34
6_industrial_products_and_services,2018-2019,34957.15
6_industrial_products_and_services,2019-2020,37259.91
6_industrial_products_and_services,2020-2021,44940.20
6_industrial_products_and_services,2021-2022,157725.52
