d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2019-2020,49714.35,49340.87
2_professional_services,2017-2018,527487.21,541116.14
2_professional_services,2018-2019,585088.60,594035.78
2_professional_services,2019-2020,539576.33,535221.49
2_professional_services,2020-2021,19986.65,19005.23
2_professional_services,2021-2022,20706.68,19153.18
3_information_technology,2017-2018,1554816.63,1595387.56
3_information_technology,2018-2019,1019318.84,1035777.46
3_information_technology,2019-2020,628885.71,623578.55
3_information_technology,2020-2021,110141.00,103970.89
9_human_capital,2020-2021,97654.88,92574.49
