d_vendor_name,overall_total
GENERAL DYNAMICS,3608801406.34
IRVING SHIPBUILDING,2251532118.20
VANCOUVER SHIPYARDS,1490928362.08
AIRBUS,1231820582.63
CALIAN,1164902707.24
LOCKHEED MARTIN,755850988.23
L3HARRIS,686374173.58
THALES,653114830.20
MACK TRUCKS,618055360.70
FEDERAL FLEET SERVICES,581316560.04
SEASPAN VICTORIA SHIPYARDS,576813631.87
SIKORSKY AIRCRAFT,548453957.59
BABCOCK INTERNATIONAL GROUP,525066111.05
I M P GROUP,489406694.69
CAE,485890143.06
SNC LAVALIN,449709735.82
CASCADE AEROSPACE,446374481.34
KF AEROSPACE,408833111.26
TOP ACES,370961426.88
POMERLEAU,360020412.45
RAYTHEON,352849989.50
SERCO,324328877.67
CHANTIER DAVIE CANADA,311823275.86
RHEINMETALL,271620478.71
UNITED STATES DEPARTMENT OF THE NAVY,264258497.40
BELL TEXTRON,208724397.40
WEIR CANADA,207902974.89
ADGA GROUP,203171499.99
MACDONALD DETTWILER AND ASSOCIATES,201897087.58
IBM CANADA,197373465.95
SAP,181199947.15
WEATHERHAVEN CANADA,173127692.71
IRVING OIL,160950742.11
UNITED STATES DEPARTMENT OF THE AIR FORCE,159720717.54
WORLD FUEL SERVICES,148253106.00
SHELL CANADA PRODUCTS,148118342.01
SAAB,147767566.11
COLT CANADA,146087404.71
CANADIAN CORPS OF COMMISSIONAIRES,144116431.99
CUBIC DEFENSE APPLICATIONS,143501028.82
IMPERIAL OIL,142727966.76
CORPORATION DU FORT ST JEAN,132716241.57
NORTHERN MICRO,128990189.48
MODIS CANADA,109840869.31
NISHA TECHONOLOGIES,90549282.22
FFG,86175480.66
SCA SHIPPING CONSULTANTS ASSOCIATED,84744859.31
SIMEX DEFENCE,83225703.02
AEG FUELS,81503133.82
FLEETWAY,80466771.89
BROOKFIELD ASSET MANAGEMENT,80114852.56
QINETIQ,78591140.83
PURELOGIC,75743145.99
TOROMONT,74325413.25
GENERAL ELECTRIC CANADA,73713700.29
LEONARDO,73656083.61
SI SYSTEMS,72017503.16
ATCO,71794040.21
DADS,67693513.72
EBC,67342512.61
IBISKA TELECOM,66191284.27
VALCOM CONSULTING,64385618.66
FORD MOTOR COMPANY,63173945.81
DECISIVE GROUP,61922547.84
UNITED STATES DEPARTMENT OF THE ARMY,61462330.01
PARKLAND REFINING,60765765.33
THE BOEING COMPANY,59689206.01
SANTE MONTFORT,57949831.95
PROMAXIS,57676977.69
BMT FLEET TECHNOLOGY,57314666.62
STONEWORKS TECHNOLOGIES,55952856.69
"NASITTUQ",54577381.91
MLS OVERSEAS,54294909.36
ELBIT SYSTEMS,53634950.49
VMWARE,52292312.38
LOGISTIK UNICORP,51524933.45
"NATO SEASPARROW SURFACE MISSILE SYSTEM PROJECT",50663262.89
NORTHROP GRUMMAN,48042424.27
DEW ENGINEERING,47664048.18
ENMAX,47623537.42
CORADIX TECHNOLOGY CONSULTING,47120703.90
MOTOROLA SOLUTIONS CANADA,46941742.49
INDUSTRIES OCEAN,46908462.64
MAGELLAN AEROSPACE,46605646.48
MOMENTUM SOLUTIONS,46584891.24
ALTIS HUMAN RESOURCES,43810506.58
CEGERCO,42619443.61
GROUPE GEYSER,42059721.71
DEXTERRA,42020769.62
SOUTHWEST RESEARCH INSTITUTE,41640266.21
DECAREL,41113410.00
UTILITIES KINGSTON,41017149.92
ITEX,40776914.35
DIRECT ENERGY BUSINESS,39985092.71
KNAPPETT INDUSTRIES,39743217.47
IPSS,39471583.05
IMPERIAL CLEANERS,37446096.68
DEXTER CONSTRUCTION,36846177.16
SOUCY INTERNATIONAL,35997444.39
ORACLE CANADA,35394984.27
EXCEL HUMAN RESOURCES,35376739.34
BOMBARDIER,34702448.26
HYPERTEC,34072355.12
WARTSILA,34056262.63
BLACK MCDONALD,33732210.57
MICROSOFT CANADA,33605584.33
EXXONMOBIL,32746676.81
PRICEWATERHOUSE COOPERS,32084696.97
AEREX AVIONICS,31925669.44
BELL CANADA,31698824.39
"NAV CANADA",31509349.55
ULTRA ELECTRONICS,31121240.18
BRONSWERK MARINE,30752783.66
ZODIAC HURRICANE TECHNOLOGIES,30337986.89
TITAN AEX,30327889.04
PENNANT CANADA,30223364.16
SANEXEN SERVICES ENVIRONMENTAUX,29829817.37
CDW CANADA,29741438.01
GDI SERVICES,29018709.42
EMMONS MITCHELL CONSTRUCTION,28741257.75
GENERAL MOTORS,28716255.49
ELLISDON,28650070.45
SIERRA SYSTEMS GROUP,28345157.54
MICHAEL WAGER CONSULTING,28297999.55
AMAN BUILDERS,28279274.17
STERLING FUELS,27827142.81
MACKINNON AND OLDING,27124688.21
LLOYD S REGISTER CANADA,27024113.69
UNISOURCE,26592382.26
BARGREEN ELLINGSON,26497892.34
COREBUILD CONSTRUCTION,26457050.83
WAJAX,26270739.24
GUNTER LANGKOPF MASCHINENBAU,25579111.13
GARTNER,25258503.42
BLUMETRIC ENVIRONMENTAL,25152070.07
PEERLESS GARMENTS,24751126.78
HARNOIS ENERGIES,24627726.29
HFI PYROTECHNICS,24549603.56
PYLON ELECTRONICS,24294328.21
UNITED STATES DEPARTMENT OF DEFENCE,24179259.56
SITE ENERGY SERVICES,23904367.18
