d_vendor_name,overall_total
MNP,4698916.527266922
GCSTRATEGIES,4056533.9743374046
A HUNDRED ANSWERS,3501334.2745311433
ADRM TECHNOLOGY CONSULTING,3169485.438739006
ORANGUTECH,3074689.660248656
GARTNER,2394778.2135342467
NISHA TECHONOLOGIES,2044067.14
COFOMO,2014832.8298168988
COLLIERS PROJECT LEADERS,1728877.4
HILTON GARDEN INN,1644778.5593577982
EXCEL HUMAN RESOURCES,1450857.2755935702
ACCESS 2 NETWORKS,1125661.3050684931
STONEWORKS TECHNOLOGIES,1012416.8300000001
SOFTCHOICE,983547.3082420125
OPENFRAME TECHNOLOGIES,888367.8782029137
TURTLE TECHNOLOGIES,846070.0299014777
BDO CANADA,836335.3235764499
ALTIS HUMAN RESOURCES,745780.54
MICROSOFT CANADA,737353.421780822
RICOH,717498.3458384668
OTTAWA MARRIOTT OTTAWA,687074.8260321904
TES CONTRACT SERVICES,631482.0401327669
COUNCIL OF CANADIAN ACADEMIES,480139.26
ADVANCE HE,463398.24599589326
NITAM SOLUTIONS,453586.58999999997
SOFTSIM TECHNOLOGIES,435803.10286806885
SAMSON ASSOCIES,427580.4563414634
ITEX,411471.27123287675
FORRESTER RESEARCH CANADA,367159.6
EDGAR,339000
SI SYSTEMS,332889.94910941477
NEWFOUND RECRUITING,310750
FREEBALANCE,290794.8
PRA,289299.3956960461
THE AIM GROUP,281912.41000000003
SRA STAFFING SOLUTIONS,274574.85178885626
THE RIGHT DOOR CONSULTING,259693.60805084746
CANADIAN CORPS OF COMMISSIONAIRES,256011.72
CARLSON WAGONLIT GLOBAL TRAVEL,253387.97983597597
IRON MOUNTAIN CDA OPRATINS,250218.1
4PLAN CONSULTING,246792
ERNST YOUNG,245227.4120509454
DLS TECHNOLOGY,244070.67
9088 5542 QUEBEC,243307.5783709788
BLACKBERRY,235752.03179990765
ORACLE CANADA,227877.80257534247
MAXSYS PROFESSIONALS AND,226060.8702622951
SAP,218021.85
HAY GROUP,214350.8
ROGERS,214101.5311205074
OPEN STORAGE SOLUTIONS,191955.31
TOTEM OFFISOURCE,189500.81999999998
CACHE COMPUTER CONSULTING,188710
BAYARD CANADA,184841.92307692306
COMPUCOM CANADA,182220.97999999998
SCIENCE METRIX,181755.98
PLEIAD CANADA,175798.89
UNIVERSITY OF OTTAWA,169925
NORTHERN MICRO,156313.94999999998
LINKBYNET,149539.74000000002
OPSWAT,149482.29054794522
CLARIVATE ANALYTICS US,148690.8034941764
IMPRIMERIE L EMPREINTE,146760.93000000002
ELEVATED THINKING,144611.75
TEKNION,140823.43
BYTOWN CATERING,133346.86
IBM CANADA,120108.32347627736
GROUPE VOXCO,118932.5
GRAYBRIDGE INTERNATIONAL CONSULTING,117866.35732809431
LEAN AGILITY,114966.2
LES PUBLICATIONS BLD,113124.04511278195
EAGLE PROFESSIONAL RESOURCES,105793.42
RFP SOLUTIONS,105768
PRICEWATERHOUSE COOPERS,103861.13
ELM PRINTING,102836.15841209829
PRINTERS PLUS,102460.5
SYBASE CANADA,98681.77
PROQUEST,97765.51999999999
GELDER GINGRAS AND ASSOCIATES,96134.75
SECLORE,92376.20000000001
CITRIX,91152.4883908046
MINDWIRE SYSTEMS,88020.79
SIMPLEX GRINNELL,87268.73881773399
I4C INFORMATION TECHNOLOGY,87010
VERSATIL BPI,85223.70999999999
KPMG,82950.47
ERGOPRIME,82674.92922190201
CGI,77970
VERITAAQ TECHNOLOGY HOUSE,76953
QMR,75303.58465882504
GREEN REBEL,74892.22
LAURIER COMPUTER,74444.97
ODGERS BERNDTSON RF,74204.73
VMWARE,73649.95205479451
PEAK ENERGY MANAGEMENT,72320
QUINTET CONSULTING,70794.5
LES PUBLICATIONS BDL,70286
MESSA COMPUTING,68197.40000000001
CISION CANADA,68175.42047445256
UQAM OST,66402
