owner_org,d_fiscal_year,total
cbsa-asfc,2020-2021,81638.13
csc-scc,2021-2022,137632.00
dfo-mpo,2020-2021,35949.00
dfo-mpo,2021-2022,23115.00
dnd-mdn,2017-2018,1455654.45
dnd-mdn,2018-2019,3746433.63
dnd-mdn,2019-2020,3857599.36
dnd-mdn,2020-2021,4296992.76
dnd-mdn,2021-2022,3717735.55
ec,2020-2021,16712.77
ec,2021-2022,17940.00
isc-sac,2020-2021,692911.80
isc-sac,2021-2022,5089060.96
phac-aspc,2017-2018,1589432.03
phac-aspc,2018-2019,1589432.03
phac-aspc,2019-2020,1593786.64
phac-aspc,2020-2021,1727368.60
phac-aspc,2021-2022,3904227.16
rcmp-grc,2020-2021,435022.00
rcmp-grc,2021-2022,1274615.19
