d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2019-2020,294540.65,291708.21
1_facilities_and_construction,2017-2018,16073561.84,16486759.88
1_facilities_and_construction,2018-2019,13213941.56,13412958.03
1_facilities_and_construction,2019-2020,10084698.79,9996608.07
1_facilities_and_construction,2020-2021,8797238.67,8363835.46
1_facilities_and_construction,2021-2022,5309281.45,4924349.07
10_office_management,2019-2020,24998.99,24394.00
2_professional_services,2017-2018,880575.78,902911.34
2_professional_services,2018-2019,816115.37,829116.55
2_professional_services,2019-2020,676420.31,670991.61
2_professional_services,2020-2021,286636.47,272486.62
2_professional_services,2021-2022,353071.89,327613.99
9_human_capital,2017-2018,16498.00,16886.89
9_human_capital,2019-2020,24990.00,24385.23
