d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,24295.00,24712.32
11_defence,2017-2018,104871.14,107221.81
11_defence,2018-2019,35872.05,36260.38
2_professional_services,2017-2018,13322.14,13733.31
2_professional_services,2019-2020,24992.00,24970.90
3_information_technology,2017-2018,8992346.20,9218697.31
3_information_technology,2018-2019,8273620.11,8382305.27
3_information_technology,2019-2020,1028339.53,1027011.31
3_information_technology,2020-2021,115167.01,113754.51
6_industrial_products_and_services,2018-2019,24973.00,25200.17
