owner_org,d_fiscal_year,total
cbsa-asfc,2017-2018,156701.65
csa-asc,2017-2018,1598968.0413802082
csa-asc,2018-2019,1580266.5513802082
csa-asc,2019-2020,1584596.04878125
csa-asc,2020-2021,1834097.3176072552
dfo-mpo,2019-2020,62232.63
dnd-mdn,2017-2018,63225467.409892365
dnd-mdn,2018-2019,113483083.87863192
dnd-mdn,2019-2020,86155871.48565637
dnd-mdn,2020-2021,53447676.09013871
ec,2017-2018,190500.18066759387
ec,2018-2019,153443.98114047287
nrc-cnrc,2017-2018,79546.98
nrc-cnrc,2018-2019,402725.4524675325
nrc-cnrc,2019-2020,17401.247532467532
nrc-cnrc,2020-2021,6696.833333333333
pco-bcp,2017-2018,410879.44
pco-bcp,2020-2021,899723.4798039215
pwgsc-tpsgc,2017-2018,491237.7546551724
pwgsc-tpsgc,2018-2019,44905.41
tc,2019-2020,49603.94
tsb-bst,2018-2019,369.5348440065681
tsb-bst,2019-2020,44907.43647972717
tsb-bst,2020-2021,16975.68670582291
