d_vendor_name,d_fiscal_year,total
73719 NEWFOUNDLAND LABRADOR,2019-2020,15688.139917920655
73719 NEWFOUNDLAND LABRADOR,2020-2021,28207.739261285908
ADOBE,2017-2018,16019.189999999999
ADVANCED BUSINESS INTERIORS,2017-2018,107537.87940902806
ADVANCED BUSINESS INTERIORS,2018-2019,126616.41345223883
ADVANCED BUSINESS INTERIORS,2019-2020,32832.367138733105
ADVANCED BUSINESS INTERIORS,2020-2021,18823.309999999998
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,14475.3
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,193719.97
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,152999.05
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,74757.47
ALTIS HUMAN RESOURCES,2018-2019,19827.09
APPLIED ELECTONICS,2017-2018,175739.52380530973
APPLIED ELECTONICS,2018-2019,69696.49
APPLIED ELECTONICS,2019-2020,74893.3
APPLIED ELECTONICS,2020-2021,34171.2
ASOKAN BUSINESS INTERIORS,2020-2021,102658.67
AVI SPL CANADA,2018-2019,115814.84000000001
AVI SPL CANADA,2020-2021,21179.77
CALIAN,2019-2020,22706.709278350514
CALIAN,2020-2021,36821.69072164949
CANADIAN CORPS OF COMMISSIONAIRES,2018-2019,11395.615384615385
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,10639.384615384615
CANADIAN CORPS OF COMMISSIONAIRES,2020-2021,11300
CARAHSOFT TECHNOLOGY,2020-2021,11122.191780821919
CBCI TELECOM,2020-2021,19468.980000000003
CDW CANADA,2017-2018,54798.65671087533
CDW CANADA,2018-2019,30711.703289124667
CDW CANADA,2019-2020,44851.75
CDW CANADA,2020-2021,28936.93
CGI,2020-2021,37534.24657534247
CONVERGINT TECHNOLOGIES,2017-2018,15170.58
CSDC SYSTEMS,2017-2018,9079.160061416185
CSDC SYSTEMS,2018-2019,9079.160061416185
CSDC SYSTEMS,2019-2020,20178.034472543353
CSDC SYSTEMS,2020-2021,9079.160061416185
DELL COMPUTER,2020-2021,27688.86
DELOITTE AND TOUCHE,2018-2019,10000
DELOITTE AND TOUCHE,2019-2020,64150
DYNAMIC PERSONNEL CONSULTANTS,2018-2019,81359.88
EBSCO CANADA,2017-2018,51689.068704379555
EBSCO CANADA,2018-2019,29530.40306893133
EBSCO CANADA,2019-2020,74746.40411829135
EBSCO CANADA,2020-2021,74542.17897042717
ECLIPSYS SOLUTIONS,2017-2018,11318.168219178082
ECLIPSYS SOLUTIONS,2018-2019,11872.020648648648
ECLIPSYS SOLUTIONS,2019-2020,10553.669351351351
ECLIPSYS SOLUTIONS,2020-2021,10855.48
ECOLE DE LANGUES ABCE,2017-2018,14038.5
ECOLE DE LANGUES ABCE,2018-2019,10994.9
