d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2021-2022,143411.18,131003.80
1_facilities_and_construction,2017-2018,947707.96,971044.25
1_facilities_and_construction,2018-2019,654027.99,663306.43
1_facilities_and_construction,2019-2020,592953.44,585659.16
1_facilities_and_construction,2020-2021,280123.41,264580.62
1_facilities_and_construction,2021-2022,530931.39,486709.30
10_office_management,2017-2018,10182.86,10424.68
10_office_management,2021-2022,90951.46,83491.90
2_professional_services,2017-2018,615183.16,631401.62
2_professional_services,2018-2019,294127.85,297566.06
2_professional_services,2019-2020,370507.62,366571.56
2_professional_services,2020-2021,48697.34,46172.60
2_professional_services,2021-2022,7118.76,6731.22
3_information_technology,2021-2022,19626.36,18289.02
6_industrial_products_and_services,2017-2018,2378122.38,2440195.70
6_industrial_products_and_services,2018-2019,2957278.39,3005691.18
6_industrial_products_and_services,2019-2020,1752066.22,1734212.11
6_industrial_products_and_services,2020-2021,1496139.85,1419506.30
6_industrial_products_and_services,2021-2022,746271.73,688962.09
