d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,101088.00,104036.78
2_professional_services,2021-2022,110740.00,104711.44
3_information_technology,2018-2019,6444.70,6516.96
3_information_technology,2019-2020,12960.23,12850.86
8_security_and_protection,2021-2022,23220.34,21306.27
9_human_capital,2017-2018,1681136.13,1723851.77
9_human_capital,2018-2019,3134859.07,3180826.87
9_human_capital,2019-2020,3683817.43,3652251.30
9_human_capital,2020-2021,2869202.84,2725783.79
9_human_capital,2021-2022,2715983.86,2522250.73
