d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,20142.25,20664.20
it_consulting_services,2018-2019,57302.28,57998.16
it_consulting_services,2019-2020,33411.84,32603.26
it_consulting_services,2021-2022,62893.95,58769.75
it_devices_equipment,2017-2018,785057.11,803818.09
it_devices_equipment,2018-2019,1002882.05,1015350.21
it_devices_equipment,2019-2020,741821.02,733025.99
it_devices_equipment,2020-2021,350852.85,333135.59
it_devices_equipment,2021-2022,1891330.88,1723468.86
it_other,2017-2018,3926867.21,4023751.52
it_other,2018-2019,4667400.71,4728275.95
it_other,2019-2020,3267695.48,3213157.14
it_other,2020-2021,3662617.25,3475325.88
it_other,2021-2022,3765580.82,3457097.18
it_software_licensing,2017-2018,1547407.88,1586957.42
it_software_licensing,2018-2019,289319.59,295233.63
it_software_licensing,2019-2020,371492.82,366797.41
it_software_licensing,2020-2021,101036.47,95691.45
it_software_licensing,2021-2022,157637.99,144879.56
