d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,161779.39,165971.63
10_office_management,2018-2019,195149.86,197877.93
10_office_management,2019-2020,459618.87,455933.78
10_office_management,2020-2021,114852.50,109353.48
10_office_management,2021-2022,104297.35,74600.05
2_professional_services,2017-2018,386696.17,396762.15
2_professional_services,2018-2019,679270.10,689504.31
2_professional_services,2019-2020,627835.13,620959.17
2_professional_services,2020-2021,923590.37,878575.80
2_professional_services,2021-2022,362132.55,259481.52
3_information_technology,2017-2018,11799971.49,12106109.74
3_information_technology,2018-2019,1610321.15,1632558.02
3_information_technology,2019-2020,2343057.28,2317569.92
3_information_technology,2020-2021,1532447.34,1456221.50
3_information_technology,2021-2022,1499115.63,991080.47
4_medical,2017-2018,2178.28,2234.73
4_medical,2018-2019,2178.28,2212.15
4_medical,2019-2020,2184.25,2165.81
4_medical,2020-2021,2178.28,2070.82
4_medical,2021-2022,2178.28,1703.99
5_transportation_and_logistics,2017-2018,72320.39,74225.31
5_transportation_and_logistics,2018-2019,101094.21,102695.69
5_transportation_and_logistics,2019-2020,25869.38,25651.07
5_transportation_and_logistics,2020-2021,142365.31,136411.44
5_transportation_and_logistics,2021-2022,10619.88,6979.33
6_industrial_products_and_services,2018-2019,21934.90,22177.24
6_industrial_products_and_services,2019-2020,12619.88,12513.38
6_industrial_products_and_services,2020-2021,6309.94,6007.38
6_industrial_products_and_services,2021-2022,44892.37,35362.13
7_travel,2017-2018,284628.19,292070.51
7_travel,2018-2019,247312.99,251161.76
7_travel,2019-2020,121096.50,120528.32
7_travel,2020-2021,30167.14,28477.17
7_travel,2021-2022,5274.18,0.00
9_human_capital,2017-2018,23351.95,23930.31
9_human_capital,2018-2019,36936.72,37522.16
9_human_capital,2019-2020,34617.60,34325.85
9_human_capital,2020-2021,30400.46,28753.80
9_human_capital,2021-2022,231237.41,152587.20
