owner_org,d_fiscal_year,total,total_constant_2019_dollars
aandc-aadnc,2019-2020,42059.40,41632.11
aandc-aadnc,2021-2022,119202.68,110113.19
csa-asc,2017-2018,107093.57,109887.15
dfo-mpo,2017-2018,303633.63,311192.14
dfo-mpo,2018-2019,449467.21,455554.03
dfo-mpo,2019-2020,365588.59,362300.95
dfo-mpo,2020-2021,593446.56,564368.28
dfo-mpo,2021-2022,1054809.96,968193.89
dnd-mdn,2017-2018,1280352.20,1312991.63
dnd-mdn,2018-2019,2717222.09,2756651.78
dnd-mdn,2019-2020,2485904.84,2461051.88
dnd-mdn,2020-2021,5220134.72,4961909.24
dnd-mdn,2021-2022,3018459.71,2804219.80
ec,2017-2018,395734.78,405219.93
ec,2018-2019,945015.59,959597.42
ec,2019-2020,35190.00,34865.77
hc-sc,2018-2019,63280.00,64109.44
ijc-cmi,2017-2018,19443.84,19909.46
ijc-cmi,2018-2019,27556.16,28074.43
nrc-cnrc,2017-2018,130246.96,133564.62
nrc-cnrc,2018-2019,89752.71,91151.32
nrc-cnrc,2020-2021,0.00,0.00
nrc-cnrc,2021-2022,0.00,0.00
nrcan-rncan,2017-2018,0.00,0.00
nrcan-rncan,2018-2019,42107.64,42541.50
nrcan-rncan,2019-2020,12915.00,12747.38
nrcan-rncan,2020-2021,28069.65,26713.42
nrcan-rncan,2021-2022,90995.81,82187.42
pc,2017-2018,5061907.93,5192640.98
pc,2018-2019,7125244.25,7233002.21
pc,2019-2020,5768241.98,5722730.35
pc,2020-2021,3624933.93,3446548.13
pc,2021-2022,1497089.28,1392201.32
ps-sp,2020-2021,267682.07,254507.32
ps-sp,2021-2022,272155.86,252681.75
pwgsc-tpsgc,2017-2018,12603661.46,12928264.50
pwgsc-tpsgc,2018-2019,14047690.12,14265618.00
pwgsc-tpsgc,2019-2020,15219783.54,15082115.28
pwgsc-tpsgc,2020-2021,13666783.68,12993588.53
pwgsc-tpsgc,2021-2022,16232729.09,15018769.04
rcmp-grc,2017-2018,56932.50,58517.30
rcmp-grc,2018-2019,522206.16,529974.79
rcmp-grc,2019-2020,580934.51,576032.02
rcmp-grc,2020-2021,579347.26,550768.22
rcmp-grc,2021-2022,579347.26,537892.07
tc,2017-2018,194786.10,199702.44
tc,2018-2019,111894.79,113549.07
tc,2019-2020,316835.77,312457.81
tc,2020-2021,207056.68,197520.49
tc,2021-2022,155886.51,144910.51
