owner_org,d_fiscal_year,total
aafc-aac,2017-2018,176497.63
aafc-aac,2018-2019,151455.13
aafc-aac,2019-2020,80313.51
aafc-aac,2020-2021,97239.53
aafc-aac,2021-2022,153112.11
aandc-aadnc,2017-2018,91137.38
aandc-aadnc,2018-2019,12128.90
aandc-aadnc,2019-2020,21595.44
aandc-aadnc,2020-2021,27024.20
aandc-aadnc,2021-2022,65199.00
cas-satj,2018-2019,25000.00
cbsa-asfc,2017-2018,14812.08
cbsa-asfc,2018-2019,83094.43
cbsa-asfc,2019-2020,50391.54
cbsa-asfc,2020-2021,233264.92
cbsa-asfc,2021-2022,437777.89
cfia-acia,2017-2018,39865.80
cfia-acia,2018-2019,25935.00
cfia-acia,2019-2020,3910.88
cfia-acia,2020-2021,26866.02
cic,2017-2018,131554.07
cic,2018-2019,377079.61
cic,2019-2020,256317.28
cic,2020-2021,251128.06
cic,2021-2022,195655.26
csc-scc,2021-2022,24212.48
csps-efpc,2019-2020,6888.45
csps-efpc,2020-2021,59822.90
dfatd-maecd,2017-2018,8433827.22
dfatd-maecd,2018-2019,9141183.98
dfatd-maecd,2019-2020,10510839.36
dfatd-maecd,2020-2021,10155636.36
dfatd-maecd,2021-2022,9598814.88
dfo-mpo,2019-2020,3405.94
dfo-mpo,2020-2021,82066.43
dnd-mdn,2018-2019,24895.74
dnd-mdn,2019-2020,90771.43
dnd-mdn,2020-2021,371134.32
dnd-mdn,2021-2022,804626.11
ec,2017-2018,50521.36
ec,2018-2019,42203.03
ec,2019-2020,15828.47
ec,2020-2021,87334.06
ec,2021-2022,227453.47
esdc-edsc,2017-2018,2050702.79
esdc-edsc,2018-2019,1807728.13
esdc-edsc,2019-2020,1220727.57
esdc-edsc,2020-2021,903569.28
esdc-edsc,2021-2022,1142468.32
feddevontario,2017-2018,22157.00
feddevontario,2018-2019,13017.60
fin,2017-2018,231521.50
fin,2018-2019,231521.50
fin,2019-2020,325945.81
fin,2020-2021,39550.00
hc-sc,2017-2018,63553.41
hc-sc,2018-2019,81665.00
hc-sc,2019-2020,113295.17
hc-sc,2020-2021,104096.12
hc-sc,2021-2022,166879.66
ic,2017-2018,320252.78
ic,2018-2019,452827.53
ic,2019-2020,175640.26
ic,2020-2021,279913.04
ic,2021-2022,398862.88
infc,2017-2018,361391.19
infc,2018-2019,361391.19
infc,2019-2020,362381.30
infc,2020-2021,361391.19
infc,2021-2022,361391.19
irb-cisr,2020-2021,14988.75
isc-sac,2020-2021,44054.97
isc-sac,2021-2022,386699.54
jus,2019-2020,9532.49
jus,2020-2021,13345.49
jus,2021-2022,17784.79
nrcan-rncan,2017-2018,13225.52
nrcan-rncan,2018-2019,32982.26
nrcan-rncan,2019-2020,37064.18
nrcan-rncan,2020-2021,29536.91
nrcan-rncan,2021-2022,62783.79
nserc-crsng,2017-2018,16278.72
nserc-crsng,2018-2019,16550.79
nserc-crsng,2019-2020,56777.13
nserc-crsng,2020-2021,28259.71
nserc-crsng,2021-2022,28259.71
oag-bvg,2018-2019,34178.50
oag-bvg,2019-2020,70857.88
oag-bvg,2020-2021,104478.47
oag-bvg,2021-2022,25364.79
opc-cpvp,2021-2022,17283.03
pbc-clcc,2019-2020,5453.81
pbc-clcc,2020-2021,20629.62
pc,2020-2021,27105.87
pc,2021-2022,12477.30
pch,2019-2020,14678.98
pco-bcp,2021-2022,17946.47
phac-aspc,2017-2018,61367.59
phac-aspc,2018-2019,19323.00
ps-sp,2017-2018,74805.61
ps-sp,2018-2019,43229.98
ps-sp,2019-2020,60130.30
ps-sp,2020-2021,19405.99
ps-sp,2021-2022,140554.72
pwgsc-tpsgc,2017-2018,34192.90
pwgsc-tpsgc,2018-2019,49823.90
pwgsc-tpsgc,2019-2020,167325.78
pwgsc-tpsgc,2020-2021,332072.01
pwgsc-tpsgc,2021-2022,460074.51
rcmp-grc,2019-2020,9282.46
rcmp-grc,2020-2021,108782.79
rcmp-grc,2021-2022,147408.79
ssc-spc,2019-2020,30364.24
ssc-spc,2020-2021,241249.80
ssc-spc,2021-2022,256158.56
statcan,2020-2021,232847.80
statcan,2021-2022,314869.09
tbs-sct,2017-2018,101245.23
tbs-sct,2018-2019,281276.49
tbs-sct,2019-2020,230444.12
tbs-sct,2020-2021,151939.43
tbs-sct,2021-2022,65146.72
tc,2018-2019,13740.80
tc,2019-2020,96494.36
tc,2020-2021,74179.30
tc,2021-2022,266319.86
wage,2020-2021,13149.66
wage,2021-2022,34195.78
