d_vendor_name,d_fiscal_year,total
ACCENTURE,2020-2021,80500
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,13776.747945205481
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,355994.2520547945
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,12388.89104347826
ATLANTIC BUSINESS INTERIORS,2017-2018,52272.6
ATLANTIC BUSINESS INTERIORS,2020-2021,11992.2
BELL CANADA,2017-2018,643235.25
BELL CANADA,2018-2019,643235.25
CANADIAN CORPS OF COMMISSIONAIRES,2017-2018,87033.05978723404
CANADIAN CORPS OF COMMISSIONAIRES,2018-2019,116579.11021276595
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,49777.52
CANON,2017-2018,20846.369836575897
CANON,2018-2019,37778.60677018651
CANON,2019-2020,41928.379569050834
CANON,2020-2021,37777.12853631461
CDW CANADA,2017-2018,172523.31
CDW CANADA,2018-2019,172278.63
CDW CANADA,2019-2020,145833.28
CEDROM SNI,2017-2018,11157.02
CEDROM SNI,2018-2019,11380.1
CISION CANADA,2017-2018,13368.341496350364
CISION CANADA,2018-2019,16498
CISION CANADA,2019-2020,38836.83309859155
CISION CANADA,2020-2021,42314.75845070423
CPCS TRANSCOM,2017-2018,80247
DELL COMPUTER,2019-2020,28244
DELOITTE AND TOUCHE,2020-2021,24725
DONNA CONA,2020-2021,108079.88
EPERFORMANCE,2017-2018,7387.758620689655
EPERFORMANCE,2018-2019,30792.241379310344
EPERFORMANCE,2019-2020,36683.83
EPERFORMANCE,2020-2021,99360
GENERAL MOTORS,2017-2018,35171.6
GENERAL MOTORS,2018-2019,67908.66
GENERAL MOTORS,2019-2020,30982.149999999998
GLOBAL UPHOLSTERY,2019-2020,41356.2
GLOBAL UPHOLSTERY,2020-2021,11311.17
GRAND TOY,2020-2021,31050
HAWORTH,2019-2020,33805.21
HYPERTEC,2019-2020,30239.25
HYPERTEC,2020-2021,99855.24
INFO TECH RESEARCH GROUP,2017-2018,31738.114754098362
INFO TECH RESEARCH GROUP,2018-2019,44814.07702672356
INFO TECH RESEARCH GROUP,2019-2020,62817.75357436934
INFO TECH RESEARCH GROUP,2020-2021,72965.42450782245
IRON MOUNTAIN CANADA OPERATIONS,2020-2021,10041.75
KPMG,2019-2020,11500
KPMG,2020-2021,40914.682835820895
LIONBRIDGE,2017-2018,0
LIONBRIDGE,2018-2019,0
LIONBRIDGE,2020-2021,3375.7961783439487
MANPOWER SERVICES CANADA,2018-2019,14315.165568862276
MANPOWER SERVICES CANADA,2019-2020,25863.534431137723
MICROSOFT CANADA,2017-2018,115260
MICROSOFT CANADA,2018-2019,119780
MICROSOFT CANADA,2019-2020,1042500.1
MICROSOFT CANADA,2020-2021,188961.02000000002
NISHA TECHONOLOGIES,2018-2019,23061.27
NISHA TECHONOLOGIES,2019-2020,145258.35
NISSAN CANADA,2017-2018,27447.05
NISSAN CANADA,2018-2019,57463.2
OPENTEXT,2017-2018,14950
ORACLE CANADA,2017-2018,60277.60032
ORACLE CANADA,2018-2019,71235.04532383561
ORACLE CANADA,2019-2020,72693.00768949772
ORACLE CANADA,2020-2021,178301.1066666667
ORANGUTECH,2020-2021,39847.5
PHASELOCK SYSTEMS INTERNATIONAL,2019-2020,4467.75
PHASELOCK SYSTEMS INTERNATIONAL,2020-2021,11616.15
PLEIAD CANADA,2020-2021,3540.432655086848
PROMAXIS,2020-2021,6435.331230283911
PROSCI CANADA,2017-2018,40813.5
PROSCI CANADA,2019-2020,13800
PROSCI CANADA,2020-2021,113525.7
PURESPIRIT SOLUTIONS,2018-2019,22391.329999999998
PURESPIRIT SOLUTIONS,2019-2020,53553.19999999999
RAYMOND CHABOT GRANT THORNTON CONSULTING,2017-2018,5490.1
RAYMOND CHABOT GRANT THORNTON CONSULTING,2018-2019,19464.9
RAYMOND CHABOT GRANT THORNTON CONSULTING,2019-2020,19550
ROGERS,2019-2020,48713.17829457365
ROGERS,2020-2021,70286.82170542635
SDL INTERNATIONAL CANADA,2019-2020,50955.29400544959
SDL INTERNATIONAL CANADA,2020-2021,9732.085994550409
SHARP ELECTRONICS,2017-2018,267.4101423877328
SHARP ELECTRONICS,2018-2019,9119.985193078628
SHARP ELECTRONICS,2019-2020,23234.228354771727
SHARP ELECTRONICS,2020-2021,24370.787442262
SOFTCHOICE,2017-2018,95753.9
SOFTCHOICE,2018-2019,88398.23000000001
SUBARU CANADA,2017-2018,60122.58
SUBARU CANADA,2018-2019,90455.56
TOYOTA CANADA,2020-2021,71073.45999999999
XEROX,2018-2019,1674.2853778751369
XEROX,2019-2020,3366.969496166484
XEROX,2020-2021,3357.7701259583787
