owner_org,d_fiscal_year,total,total_constant_2019_dollars
aandc-aadnc,2017-2018,230746.00,236654.87
cbsa-asfc,2021-2022,3328578.11,2167632.11
cic,2018-2019,1072646.42,1087557.49
cic,2019-2020,1029792.91,1021496.59
cic,2020-2021,1056219.98,1004812.16
cic,2021-2022,1061934.01,847129.47
csc-scc,2020-2021,753507.08,709515.84
csc-scc,2021-2022,3735249.34,2921953.42
dfatd-maecd,2017-2018,49739.80,51059.31
dfatd-maecd,2021-2022,34727.00,32407.08
dnd-mdn,2018-2019,50419.16,50915.23
dnd-mdn,2019-2020,352612.30,347909.63
dnd-mdn,2020-2021,98212.86,93204.71
dnd-mdn,2021-2022,145830.54,114078.07
elections,2019-2020,826778.05,821292.03
elections,2020-2021,771054.73,732995.87
elections,2021-2022,657440.97,613453.85
esdc-edsc,2021-2022,342860.78,191594.29
hc-sc,2017-2018,494707.89,506872.95
hc-sc,2018-2019,891995.63,906306.43
hc-sc,2019-2020,480657.89,476601.63
hc-sc,2020-2021,515847.64,490070.59
hc-sc,2021-2022,166545.02,130282.28
ic,2021-2022,372916.24,277269.31
irb-cisr,2020-2021,102293.25,97564.69
isc-sac,2021-2022,13650.00,0.00
oic-ci,2017-2018,142473.47,145964.53
oic-ci,2018-2019,97594.33,99593.26
opc-cpvp,2018-2019,11187.00,11297.07
ppsc-sppc,2017-2018,777498.35,797407.15
ppsc-sppc,2018-2019,475228.13,483472.08
ppsc-sppc,2019-2020,278856.57,277774.67
pwgsc-tpsgc,2017-2018,16530.06,16981.33
tc,2019-2020,33369.13,32561.58
tc,2020-2021,362473.02,345234.05
tc,2021-2022,207894.43,162628.46
