d_vendor_name,d_fiscal_year,total
4 OFFICE AUTOMATION,2019-2020,9005.799671592773
4 OFFICE AUTOMATION,2020-2021,54785.281335522704
9288 7231 QUEBEC LA PLAZA PLAZA GATINEAU,2017-2018,248308.23016129032
ACTION PERSONNEL,2017-2018,237769.49868766405
ADVANCED BUSINESS INTERIORS,2017-2018,98516
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,58487.336522063364
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,136533.9018630137
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,73872.9203045138
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,74580.40114754096
ALPHINAT,2018-2019,1802.4523160762942
ALPHINAT,2019-2020,25629.01976514198
ALPHINAT,2020-2021,10193.527918781725
ANTHONY MACAULEY ASSOCIATES,2017-2018,9332.383561643835
ANTHONY MACAULEY ASSOCIATES,2018-2019,11379.570958904109
ANTHONY MACAULEY ASSOCIATES,2019-2020,11657.612146118721
ANTHONY MACAULEY ASSOCIATES,2020-2021,11938.233990867579
AUBUT ASSOCIATES,2018-2019,56500
AUBUT ASSOCIATES,2019-2020,62149.99999999999
AUBUT ASSOCIATES,2020-2021,0
BANG THE TABLE CANADA,2019-2020,24295
BANG THE TABLE CANADA,2020-2021,24295
BDO CANADA,2018-2019,89713.96721311475
BDO CANADA,2019-2020,39137.60846460211
BDO CANADA,2020-2021,118044.02774840733
BRADDA PRINTING SERVICES,2018-2019,18357.66598220397
BRADDA PRINTING SERVICES,2019-2020,29677.002053388092
BRADDA PRINTING SERVICES,2020-2021,7057.66598220397
CANADIAN CORPS OF COMMISSIONAIRES,2017-2018,326966
CANADIAN CORPS OF COMMISSIONAIRES,2018-2019,361645
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,346584.56
CANADIAN CORPS OF COMMISSIONAIRES,2020-2021,353644.8
CANADIAN PRESS ENTERPRISES,2017-2018,26528.530821917804
CANADIAN PRESS ENTERPRISES,2018-2019,27324.465753424658
CANADIAN PRESS ENTERPRISES,2019-2020,21048.424657534248
CARRIER LOUISE,2019-2020,19802.051983584133
CARRIER LOUISE,2020-2021,19747.94801641587
CGI,2017-2018,29522.409534246573
CGI,2018-2019,33676.75320547945
CGI,2019-2020,20998.80392694064
CGI,2020-2021,17283.118566210047
CLARIVATE ANALYTICS,2017-2018,92554.21643835616
CLARIVATE ANALYTICS,2018-2019,93859.23175342465
CLARIVATE ANALYTICS,2019-2020,87488.40142570551
CLARIVATE ANALYTICS,2020-2021,94571.84787109813
CNW GROUP,2017-2018,21470
CNW GROUP,2018-2019,28250
CNW GROUP,2019-2020,28250.000000000004
CNW GROUP,2020-2021,28250
CODEWORK,2017-2018,3772.6684931506848
CODEWORK,2018-2019,21175.37534246575
CODEWORK,2019-2020,18501.956164383562
CONEXSYS,2017-2018,31097.540983606556
CONEXSYS,2018-2019,54624.553961748636
CONEXSYS,2019-2020,14670.555054644808
CORRECTOUT,2017-2018,148750
CORRECTOUT,2018-2019,62150
CORRECTOUT,2019-2020,77900
CORRECTOUT,2020-2021,62150
DELL COMPUTER,2017-2018,107542.4016393291
DELL COMPUTER,2018-2019,194790.97153652392
DELL COMPUTER,2019-2020,101416.4
DELL COMPUTER,2020-2021,454555.6555993432
DELOITTE AND TOUCHE,2017-2018,72800
DELTA OTTAWA CITY CENTER,2017-2018,107730.68833333334
DELTA OTTAWA CITY CENTER,2018-2019,28913.77
DELTA OTTAWA CITY CENTER,2019-2020,316468.29
DELTA OTTAWA CITY CENTER,2020-2021,0
DESFAITS ANNE CECILE,2019-2020,70512.00000000001
DONNA CONA,2017-2018,101574
DRUIDE INFORMATIQUE,2017-2018,22426.55885462555
DRUIDE INFORMATIQUE,2018-2019,10547.741904761904
DRUIDE INFORMATIQUE,2019-2020,11005.167795510575
DRUIDE INFORMATIQUE,2020-2021,12087.661283334079
DYNAMIC PERSONNEL CONSULTANTS 1019837 ONTARIO,2017-2018,215145.72413793104
EDGAR,2017-2018,110351.80412371134
EDGAR,2018-2019,97618.5389116317
EDGAR,2019-2020,109746.25779625779
EDGAR,2020-2021,115343.39916839918
ELSEVIER,2017-2018,887591.8065858737
ELSEVIER,2018-2019,1596914.4330976577
ELSEVIER,2019-2020,17474.63436297627
ELSEVIER,2020-2021,23859.024794031106
ERNST YOUNG,2017-2018,105602.99477723955
ERNST YOUNG,2018-2019,20135.65279986001
ERNST YOUNG,2019-2020,65653.17147192717
ERNST YOUNG,2020-2021,65654.71471927162
EXCEL HUMAN RESOURCES,2017-2018,159230.3229088642
EXCEL HUMAN RESOURCES,2018-2019,129508.92245459353
EXCEL HUMAN RESOURCES,2019-2020,17106.960000000003
FERENCE COMPANY,2018-2019,24860
FERENCE COMPANY,2019-2020,24973.000000000004
FORD MOTOR COMPANY,2018-2019,34255
FREEBALANCE,2017-2018,54393
FREEBALANCE,2018-2019,54393
FREEBALANCE,2019-2020,55520
FREEBALANCE,2020-2021,55673.520000000004
GARTNER,2017-2018,173.77260273972604
GARTNER,2018-2019,63431.711823489786
GARTNER,2019-2020,104041.4155737705
GARTNER,2020-2021,156297.8075342466
GENESIS INTEGRATION,2018-2019,57197
GESTALT COLLECTIVE,2019-2020,135094.1
GOSS GILROY,2017-2018,73321.99851971233
GOSS GILROY,2018-2019,48152
GOSS GILROY,2019-2020,61074.130186180184
GOSS GILROY,2020-2021,35887.58435927436
GROUPE VOXCO,2017-2018,5838.333333333333
GROUPE VOXCO,2018-2019,17515
GROUPE VOXCO,2019-2020,17688.836285195277
GROUPE VOXCO,2020-2021,17906.163714804723
HOTEL INDIGO,2017-2018,128520.72
HOTEL PLAZA DE LA CHAUDIERE,2017-2018,220575
IBM CANADA,2017-2018,26451.10904791325
IBM CANADA,2018-2019,73558.4965870172
IBM CANADA,2019-2020,55534.588276592556
IBM CANADA,2020-2021,57261.33564121566
INFO TECH RESEARCH GROUP,2017-2018,82159.07142857143
INFO TECH RESEARCH GROUP,2018-2019,123048.92857142857
INFO TECH RESEARCH GROUP,2019-2020,141.17260273972602
INFO TECH RESEARCH GROUP,2020-2021,51469.88750654989
INSTITUTE ON GOVERNANCE,2018-2019,12441.3
INSTITUTE ON GOVERNANCE,2019-2020,68543.93474088292
INSTITUTE ON GOVERNANCE,2020-2021,37111.06525911708
INSTRUX MEDIA,2018-2019,268.7567567567568
INSTRUX MEDIA,2019-2020,34207.57562146674
INSTRUX MEDIA,2020-2021,15243.667621776503
IRON MOUNTAIN CANADA,2017-2018,14916
IRON MOUNTAIN CANADA,2018-2019,14916
IRON MOUNTAIN CANADA,2019-2020,15311.680000000002
IRON MOUNTAIN CANADA,2020-2021,15115.52
ITEX,2017-2018,18362.920657534247
ITEX,2018-2019,28954.144
ITEX,2019-2020,37494.36520547945
ITEX,2020-2021,41504.368575342465
LIONBRIDGE,2017-2018,55000
LIONBRIDGE,2018-2019,91259
LIONBRIDGE,2019-2020,90400
LIONBRIDGE,2020-2021,0
LORD ELGIN HOTEL,2017-2018,69604.31
LORD ELGIN HOTEL,2018-2019,93237.42
LORD ELGIN HOTEL,2019-2020,146471.52
LORD ELGIN HOTEL,2020-2021,0
MANPOWER SERVICES CANADA,2017-2018,127540.06264236903
MANPOWER SERVICES CANADA,2018-2019,126841.21298405467
MAPLESOFT CONSULTING,2017-2018,1454591.2614308107
MAPLESOFT CONSULTING,2018-2019,702162.2321428572
MAPLESOFT CONSULTING,2020-2021,211103.33938931298
MAXSYS,2017-2018,83795.30692307693
MDOS CONSULTING,2019-2020,208416.05532598714
MDOS CONSULTING,2020-2021,89686.09733700643
MICROSOFT CANADA,2017-2018,136490.9399477807
MICROSOFT CANADA,2018-2019,193190
MICROSOFT CANADA,2019-2020,164352.71954916167
MICROSOFT CANADA,2020-2021,417573.7155163351
MINDWIRE SYSTEMS,2017-2018,1402042.9505726257
MINDWIRE SYSTEMS,2018-2019,507099.0625
MINDWIRE SYSTEMS,2019-2020,1274576.72
MINDWIRE SYSTEMS,2020-2021,180630.5
MRI SOFTWARE,2018-2019,58658
NEWFOUND RECRUITING,2017-2018,72765.64652014652
NEWFOUND RECRUITING,2018-2019,146737.35347985348
NEWLEAF PERFORMANCE,2020-2021,34137.3
NISHA TECHONOLOGIES,2017-2018,28410
NISHA TECHONOLOGIES,2018-2019,196630.64
NISHA TECHONOLOGIES,2019-2020,364680.24
NISHA TECHONOLOGIES,2020-2021,82120.06999999999
NORTHERN MICRO,2017-2018,25635
NORTHERN MICRO,2019-2020,54379.0931147541
NORTHERN MICRO,2020-2021,478917.6568852459
ODGERS BERNDSTON OTTAWA,2017-2018,83044.49322493224
ODGERS BERNDSTON OTTAWA,2018-2019,94407.89642084432
ODGERS BERNDSTON OTTAWA,2019-2020,4738.610354223433
OPTIV CANADA FEDERAL,2019-2020,45856.347138964586
OPTIV CANADA FEDERAL,2020-2021,62617.92649491521
OPTRICS OPTRICS A PARTNERSHIP,2017-2018,33885.31059211019
OPTRICS OPTRICS A PARTNERSHIP,2018-2019,31127.733169398904
OPTRICS OPTRICS A PARTNERSHIP,2019-2020,44513.29812890186
OPTRICS OPTRICS A PARTNERSHIP,2020-2021,44828.93693150685
ORACLE CANADA,2017-2018,294726.7841062297
ORACLE CANADA,2018-2019,595301.7717718208
ORACLE CANADA,2019-2020,355476.5855084305
ORACLE CANADA,2020-2021,362749.7520288944
OTTAWA CONFERENCE AND EVENT CENTRE,2018-2019,148374.90999999997
OTTAWA MARRIOTT,2017-2018,619705
OTTAWA MARRIOTT,2018-2019,894671
OTTAWA MARRIOTT HOTELS INNVEST HOTELS GP,2017-2018,881324.03
OTTAWA MARRIOTT HOTELS INNVEST HOTELS GP,2018-2019,2195890.23
OTTAWA MARRIOTT HOTELS INNVEST HOTELS GP,2019-2020,1802742.04
OTTAWA MARRIOTT HOTELS INNVEST HOTELS GP,2020-2021,0
OTTAWA SECURITY SYSTEMS,2017-2018,34518
OTTAWA SECURITY SYSTEMS COMMUNICATIONS,2017-2018,65834
OTTAWA SECURITY SYSTEMS COMMUNICATIONS,2018-2019,53367.69503649635
OTTAWA SECURITY SYSTEMS COMMUNICATIONS,2019-2020,28216.729927007298
OTTAWA SECURITY SYSTEMS COMMUNICATIONS,2020-2021,28139.635036496347
OTTAWA SECURITY SYSTEMS COMMUNICATIONS BY GLOBATECH,2018-2019,28572.319917864475
OTTAWA SECURITY SYSTEMS COMMUNICATIONS BY GLOBATECH,2019-2020,28650.600246406568
OTTAWA SECURITY SYSTEMS COMMUNICATIONS BY GLOBATECH,2020-2021,28572.319917864475
PATON ASSOCIATES,2019-2020,91784.25
PATON ASSOCIATES MANAGEMENT CONSULTING,2019-2020,82768.3341013825
PATON ASSOCIATES MANAGEMENT CONSULTING,2020-2021,105630.91589861752
PRAIRIE RESEARCH ASSOCIATES IN,2018-2019,46259
PRICEWATERHOUSE COOPERS,2019-2020,54204.985779424336
PRICEWATERHOUSE COOPERS,2020-2021,63451.23339865785
PRINTERS PLUS,2017-2018,170835.8386556729
PRINTERS PLUS,2018-2019,223912.9935897436
PRINTERS PLUS,2019-2020,640585.2325641026
PROCOM CONSULTANTS,2017-2018,380909.25728770596
PROCOM CONSULTANTS,2018-2019,167513.25728770596
PROGRAM EVALUATION AND BEYOND,2017-2018,52545
PROGRAM EVALUATION AND BEYOND,2018-2019,63845
PROTAK CONSULTING GROUP,2017-2018,160483.80496314497
PROTAK CONSULTING GROUP,2018-2019,190803.22088452088
PROTAK CONSULTING GROUP,2019-2020,191325.96943488944
PROTAK CONSULTING GROUP,2020-2021,95662.98471744472
R A MALATEST ASSOCIATES,2018-2019,15981.428571428572
R A MALATEST ASSOCIATES,2019-2020,26809.136849132177
R A MALATEST ASSOCIATES,2020-2021,6985.934579439252
RANDSTAD,2017-2018,86788.69635627531
ROYAL MOVING STORAGE OTTAWA,2017-2018,31826.45544366678
ROYAL MOVING STORAGE OTTAWA,2018-2019,41636.76070587231
ROYAL MOVING STORAGE OTTAWA,2019-2020,41750.834022874704
ROYAL MOVING STORAGE OTTAWA,2020-2021,21045.3399137931
SERENA SOFTWARE,2017-2018,22756.82626538988
SERENA SOFTWARE,2018-2019,22894.41753933903
SERENA SOFTWARE,2019-2020,72977.64125683061
SERENA SOFTWARE,2020-2021,29336.760000000002
SERVICES LINGUISTIQUES VERSACOM,2017-2018,98788
SERVICES LINGUISTIQUES VERSACOM,2018-2019,22600
SERVICES LINGUISTIQUES VERSACOM,2019-2020,59406.15595075239
SERVICES LINGUISTIQUES VERSACOM,2020-2021,59243.8440492476
SI SYSTEMS,2017-2018,57800.83018867925
SI SYSTEMS,2018-2019,319522.1698113207
SMARTLAB,2017-2018,55278.883579126494
SMARTLAB,2018-2019,40123.87804878049
SMARTLAB,2019-2020,24995.6
SOCIETE GAMMA UBIQUS OTTAWA INC,2018-2019,22600
SOCIETE GAMMA UBIQUS OTTAWA INC,2019-2020,62149.99999999999
SOFTCHOICE,2017-2018,28776.814207650274
SOFTCHOICE,2018-2019,945211.4470413857
SOFTCHOICE,2019-2020,93238.14646866523
SOFTCHOICE,2020-2021,83986.06663208683
SRDC SOCIAL RESEARCH AND DEMONSTRATION,2020-2021,82631.25
ST JOSEPH PRINT GROUP,2017-2018,13044
ST JOSEPH PRINT GROUP,2018-2019,13044
ST JOSEPH PRINT GROUP,2019-2020,39469.21
ST JOSEPH PRINT GROUP,2020-2021,30233.243333333332
ST MICHAEL S HOSPITAL,2017-2018,45250
ST MICHAEL S HOSPITAL,2019-2020,1780.7142857142858
ST MICHAEL S HOSPITAL,2020-2021,23149.285714285714
STRACHAN TOMLINSON,2017-2018,13295.731707317073
STRACHAN TOMLINSON,2018-2019,22001
STRACHAN TOMLINSON,2019-2020,14170.2
TEKNION,2017-2018,74279
TEKNION,2018-2019,20118
TERAMACH TECHNOLOGIES,2018-2019,97557.35759562842
TERAMACH TECHNOLOGIES,2019-2020,37055.28240437159
TERAMACH TECHNOLOGIES,2020-2021,578.5807299270073
THE AIM GROUP,2017-2018,112061.88679245283
THE HALIFAX GROUP THE HALIFAX COMPUTER CONSULTING GROUP,2020-2021,39550
THE METCALFE HOTEL,2017-2018,36610
THE METCALFE HOTEL,2018-2019,49242.46
THE METCALFE HOTEL,2019-2020,10315.91
THE METCALFE HOTEL,2020-2021,0
TRADUCTION G OUELLET,2017-2018,55000
TRADUCTION G OUELLET,2018-2019,62150
