d_vendor_name,d_fiscal_year,total
3M CANADA COMPANY,2020-2021,13650.00
4PLAN CONSULTING,2018-2019,36499.00
AB SCIEX,2019-2020,20731.08
ADGA GROUP,2017-2018,1635177.68
ADGA GROUP,2018-2019,677591.47
ADOBE,2019-2020,23871.26
ADVANCED BUSINESS INTERIORS,2017-2018,20317.40
ADVANCED BUSINESS INTERIORS,2018-2019,18090.39
ADVANCED BUSINESS INTERIORS,2019-2020,210289.09
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,67974.97
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,135799.84
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,128484.19
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,80360.09
AGILENT,2017-2018,821552.42
AGILENT,2018-2019,423422.04
AGILENT,2019-2020,866535.08
AGILENT,2020-2021,344887.24
AINSWORTH,2018-2019,24751.13
AINSWORTH,2019-2020,242716.78
AINSWORTH,2020-2021,462187.87
AIR LIQUIDE CANADA,2020-2021,13388.48
ALCAIDE WEBSTER ARCHITECTS,2017-2018,222117.32
ALS CANADA,2017-2018,29493.00
ALS CANADA,2018-2019,22594.35
ALS CANADA,2019-2020,39643.79
ALS CANADA,2020-2021,17759.65
ALTIS HUMAN RESOURCES,2017-2018,204712.92
ALTIS HUMAN RESOURCES,2018-2019,204712.92
ALTIS HUMAN RESOURCES,2019-2020,287679.25
ALTIS HUMAN RESOURCES,2020-2021,311509.56
AMEC FOSTER WHEELER AMERICAS,2017-2018,262753.91
AMEC FOSTER WHEELER AMERICAS,2018-2019,12820.39
AMEC FOSTER WHEELER AMERICAS,2019-2020,5374.03
APPLIED ELECTONICS,2017-2018,4541.14
APPLIED ELECTONICS,2018-2019,10874.84
APPTION,2017-2018,1194116.77
APPTION,2018-2019,1145481.57
APPTION,2019-2020,1239952.50
APPTION,2020-2021,1155100.25
APRON FUEL SERVICES,2018-2019,24150.00
APRON FUEL SERVICES,2019-2020,32200.00
ARCHITECTURE 49,2018-2019,33289.47
ARCHITECTURE 49,2019-2020,133889.51
ARI FINANCIAL SERVICES,2017-2018,323751.71
ARI FINANCIAL SERVICES,2018-2019,459116.16
ARI FINANCIAL SERVICES,2019-2020,355205.92
ARI FINANCIAL SERVICES,2020-2021,456276.08
ASBEX,2018-2019,20126.43
ATCO,2018-2019,38543.17
AVI SPL CANADA,2019-2020,276219.29
AVI SPL CANADA,2020-2021,60697.01
BDO CANADA,2017-2018,422809.13
BDO CANADA,2018-2019,198179.08
BDO CANADA,2019-2020,141674.70
BDO CANADA,2020-2021,146874.75
BELL CANADA,2017-2018,340322.10
BELL CANADA,2018-2019,946549.53
BELL CANADA,2019-2020,1431561.35
BELL CANADA,2020-2021,1645619.52
BIOMERIEUX CANADA,2017-2018,24994.41
BIOMERIEUX CANADA,2018-2019,35564.15
BLACK MCDONALD,2017-2018,13288.20
BLACK MCDONALD,2019-2020,61240.20
BLACK MCDONALD,2020-2021,556676.53
BLUEWAVE ENERGY,2017-2018,180536.31
BLUEWAVE ENERGY,2018-2019,94474.97
BLUEWAVE ENERGY,2019-2020,19366.03
BLUMETRIC ENVIRONMENTAL,2017-2018,23908.50
BLUMETRIC ENVIRONMENTAL,2018-2019,27086.10
BOUTHILLETTE PARIZEAU,2019-2020,47024.78
BOUTHILLETTE PARIZEAU,2020-2021,22535.10
BRANDT TRACTOR,2017-2018,17272.50
BRANDT TRACTOR,2018-2019,10563.18
BRUKER,2018-2019,6411.53
BRUKER,2019-2020,47315.82
BRUKER,2020-2021,21035.61
BUREAU VERITAS CANADA,2017-2018,3149054.74
BUREAU VERITAS CANADA,2018-2019,3149054.74
BUREAU VERITAS CANADA,2019-2020,3157682.28
BUREAU VERITAS CANADA,2020-2021,12023.20
CACHE COMPUTER CONSULTING,2017-2018,3815264.83
CACHE COMPUTER CONSULTING,2018-2019,5186224.05
CACHE COMPUTER CONSULTING,2019-2020,3659434.49
CACHE COMPUTER CONSULTING,2020-2021,2544148.44
CALIAN,2017-2018,274116.30
CALIAN,2018-2019,311689.88
CALIAN,2019-2020,312543.82
CAMPBELL SCIENTIFIC CANADA,2017-2018,31918.30
CAMPBELL SCIENTIFIC CANADA,2018-2019,85673.51
CAMPBELL SCIENTIFIC CANADA,2019-2020,91445.72
CAMPBELL SCIENTIFIC CANADA,2020-2021,35211.69
CAN AM PLATFORMS CONSTRUCTION,2019-2020,164090.85
CANADA POST,2017-2018,33493.04
CANADA POST,2018-2019,42380.38
CANADA POST,2019-2020,31915.09
CANADA POST,2020-2021,24414.11
CANADIAN CORPS OF COMMISSIONAIRES,2017-2018,5706939.76
CANADIAN CORPS OF COMMISSIONAIRES,2018-2019,4351629.13
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,4296085.46
CANADIAN CORPS OF COMMISSIONAIRES,2020-2021,4431645.07
CANON,2017-2018,12316.51
CANON,2018-2019,47595.54
CANSEL SURVEY EQUIPMENT,2017-2018,14172.93
CANSEL SURVEY EQUIPMENT,2019-2020,21020.31
CANSEL SURVEY EQUIPMENT,2020-2021,35171.70
CARAHSOFT TECHNOLOGY,2017-2018,43503.54
CARAHSOFT TECHNOLOGY,2018-2019,24619.76
CARAHSOFT TECHNOLOGY,2019-2020,108521.37
CARAHSOFT TECHNOLOGY,2020-2021,138417.38
CAREWORX,2017-2018,11330.53
CAREWORX,2018-2019,120788.80
CAREWORX,2019-2020,121454.19
CAREWORX,2020-2021,121122.35
CARLETON ELECTRIC,2020-2021,40318.40
CBCI TELECOM,2017-2018,34824.31
CDW CANADA,2017-2018,85683.11
CDW CANADA,2018-2019,387503.44
CDW CANADA,2019-2020,394051.70
CDW CANADA,2020-2021,1949407.90
CEDROM SNI,2017-2018,43328.60
CEDROM SNI,2018-2019,44194.75
CEDROM SNI,2019-2020,91586.73
CGI,2017-2018,583230.76
CGI,2018-2019,808988.91
CGI,2019-2020,811205.32
CHUBB EDWARDS,2019-2020,24889.70
CHUBB EDWARDS,2020-2021,24210.60
CIMA,2020-2021,11300.00
CISION CANADA,2017-2018,20443.42
CISION CANADA,2018-2019,20443.42
CISTEL TECHNOLOGY,2017-2018,568256.96
CISTEL TECHNOLOGY,2018-2019,605775.26
CISTEL TECHNOLOGY,2019-2020,189840.00
CISTEL TECHNOLOGY,2020-2021,177616.47
CLOSEREACH,2018-2019,364.56
CLOSEREACH,2019-2020,32993.04
CNW GROUP,2017-2018,18080.00
CNW GROUP,2018-2019,27685.00
CNW GROUP,2019-2020,22600.00
CNW GROUP,2020-2021,22600.00
COFOMO,2017-2018,666980.44
COFOMO,2018-2019,1245546.31
COFOMO,2019-2020,3734973.13
COFOMO,2020-2021,5763586.45
CONEXSYS,2019-2020,24992.00
CORADIX TECHNOLOGY CONSULTING,2017-2018,964642.90
CORADIX TECHNOLOGY CONSULTING,2018-2019,712263.05
COSSETTE COMMUNICATIONS,2017-2018,228214.39
COSSETTE COMMUNICATIONS,2018-2019,138606.34
COSSETTE COMMUNICATIONS,2019-2020,193809.92
COSSETTE COMMUNICATIONS,2020-2021,196154.29
CSDC SYSTEMS,2017-2018,27058.90
CSDC SYSTEMS,2018-2019,24669.10
CSDC SYSTEMS,2019-2020,23623.63
CSDC SYSTEMS,2020-2021,5204.95
CUMMINS CANADA,2018-2019,12593.29
CUMMINS CANADA,2019-2020,12515.62
CUMMINS CANADA,2020-2021,13116.09
D F S,2020-2021,341684.33
D MARK BIOSCIENCES,2017-2018,319001.57
D MARK BIOSCIENCES,2018-2019,107081.58
D MARK BIOSCIENCES,2019-2020,120067.28
