d_vendor_name,d_fiscal_year,total
ADGA GROUP,2017-2018,8481039.11909651
ADGA GROUP,2018-2019,8653800.97909651
ADGA GROUP,2019-2020,12477989.990785085
ADGA GROUP,2020-2021,6311214.069761624
AIM HEALTH GROUP,2017-2018,2236337.6534233894
AIM HEALTH GROUP,2018-2019,2236337.6534233894
AIM HEALTH GROUP,2019-2020,2215930.0116048157
AIM HEALTH GROUP,2020-2021,2172619.713178634
AIR INUIT,2017-2018,1674534.98
AIR INUIT,2018-2019,2151258.69
AIR INUIT,2019-2020,3020231.577838577
AIR INUIT,2020-2021,3130778.741997264
ALBERTA SEVENTH STEP SOCIETY,2017-2018,1189554.5366666666
ALBERTA SEVENTH STEP SOCIETY,2018-2019,1189554.5366666666
ALBERTA SEVENTH STEP SOCIETY,2019-2020,2483119.1407931526
ALBERTA SEVENTH STEP SOCIETY,2020-2021,2476334.6622663955
ARI FINANCIAL SERVICES,2017-2018,1852357.9241104294
ARI FINANCIAL SERVICES,2018-2019,1879104.5172431509
ARI FINANCIAL SERVICES,2019-2020,2060304.2238188335
ARI FINANCIAL SERVICES,2020-2021,1631040.1027505544
BARGREEN ELLINGSON,2017-2018,1838083.52
BARGREEN ELLINGSON,2018-2019,2028250.54
BARGREEN ELLINGSON,2019-2020,4494808.757063203
BARGREEN ELLINGSON,2020-2021,22032820.47628045
BEARDY S OKEMASIS FIRST NATION,2017-2018,887888.6162286105
BEARDY S OKEMASIS FIRST NATION,2018-2019,2998180.1022655717
BEARDY S OKEMASIS FIRST NATION,2019-2020,426323.24320328544
BEARDY S OKEMASIS FIRST NATION,2020-2021,447657.99743326486
BRETON MICHEL MD,2017-2018,3379309.1434554956
BRETON MICHEL MD,2018-2019,3603397.435147065
BRETON MICHEL MD,2019-2020,3344944.6528686057
BRETON MICHEL MD,2020-2021,2921713.898214506
BRIDGES OF CANADA,2017-2018,7985407.528389701
BRIDGES OF CANADA,2018-2019,15172130.705631725
BRIDGES OF CANADA,2019-2020,17227601.54888003
BRIDGES OF CANADA,2020-2021,5914572.965631725
BUREAU NATHALIE,2017-2018,3033775.829228243
BUREAU NATHALIE,2018-2019,841845.829228243
BUREAU NATHALIE,2019-2020,844152.2561576354
BUREAU NATHALIE,2020-2021,865155.7746816352
CALGARY JOHN HOWARD SOCIETY,2017-2018,1963191.9274050149
CALGARY JOHN HOWARD SOCIETY,2018-2019,1963191.9274050149
CALGARY JOHN HOWARD SOCIETY,2019-2020,1968570.5354253026
CALGARY JOHN HOWARD SOCIETY,2020-2021,2372703.1611798266
CALIAN,2017-2018,1617170.0800474386
CALIAN,2018-2019,2511633.0102015072
CALIAN,2019-2020,2996400.0396180255
CALIAN,2020-2021,4171746.757059381
CANADIAN CORPS OF COMMISSIONAIRES,2017-2018,15593888.296091277
CANADIAN CORPS OF COMMISSIONAIRES,2018-2019,16770998.803471914
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,18244270.706430927
CANADIAN CORPS OF COMMISSIONAIRES,2020-2021,22520119.27281417
CASCADE COLLEGE,2017-2018,5942000
CASSELMAN WOODCRAFT,2017-2018,997563.9500000001
CASSELMAN WOODCRAFT,2018-2019,1349817.77
CASSELMAN WOODCRAFT,2019-2020,1054918.28
CASSELMAN WOODCRAFT,2020-2021,830023.42
CATHOLIC SOCIAL SERVICES,2017-2018,1819221.316001565
CATHOLIC SOCIAL SERVICES,2018-2019,1819221.316001565
CATHOLIC SOCIAL SERVICES,2019-2020,1965991.0778733632
CATHOLIC SOCIAL SERVICES,2020-2021,2450340.1180406474
CIRCLE OF EAGLES LODGE SOCIETY,2017-2018,1650465.2466666666
CIRCLE OF EAGLES LODGE SOCIETY,2018-2019,1650465.2466666666
CIRCLE OF EAGLES LODGE SOCIETY,2019-2020,1750644.5779379562
CIRCLE OF EAGLES LODGE SOCIETY,2020-2021,1745861.3960310218
CISTEL TECHNOLOGY,2017-2018,11513251.497139627
CISTEL TECHNOLOGY,2018-2019,11497524.437139627
CISTEL TECHNOLOGY,2019-2020,11634322.424090695
CISTEL TECHNOLOGY,2020-2021,11497524.437139627
COLLIERS PROJECT LEADERS,2017-2018,8026036.543310136
COLLIERS PROJECT LEADERS,2018-2019,8026036.543310136
COLLIERS PROJECT LEADERS,2019-2020,8048025.684524684
COLLIERS PROJECT LEADERS,2020-2021,4017184.81042654
COVERDALE CENTRE FOR WOMEN,2017-2018,1743198.2548267152
COVERDALE CENTRE FOR WOMEN,2018-2019,1182659.1991417836
COVERDALE CENTRE FOR WOMEN,2019-2020,1192831.1233878843
COVERDALE CENTRE FOR WOMEN,2020-2021,606208.4592723005
CRC D ATNQ,2017-2018,1747022.598708997
CRC D ATNQ,2018-2019,1758520.088708997
CRC D ATNQ,2019-2020,1774845.9002960508
CRC D ATNQ,2020-2021,1780191.126677506
D OLIVER MEDICINE PROFESSIONAL,2017-2018,3933974.0031211497
D OLIVER MEDICINE PROFESSIONAL,2018-2019,737915.1787474332
D OLIVER MEDICINE PROFESSIONAL,2019-2020,697569.48005907
D OLIVER MEDICINE PROFESSIONAL,2020-2021,670386.3787474333
DELCO AUTOMATION,2017-2018,3395993.7905931054
DELCO AUTOMATION,2018-2019,2201315.4561127764
DELCO AUTOMATION,2019-2020,1586217.188730892
DELCO AUTOMATION,2020-2021,529404.83
DISMAS SOCIETY,2017-2018,1932219.5354272607
DISMAS SOCIETY,2018-2019,1932219.5354272607
DISMAS SOCIETY,2019-2020,1937513.2875791162
DISMAS SOCIETY,2020-2021,986233.3961391019
DONNA CONA,2017-2018,3952229.1437775604
DONNA CONA,2018-2019,3952229.1437775604
DONNA CONA,2019-2020,3963057.1688290057
DONNA CONA,2020-2021,3952229.1437775604
DR MANDEEP SAINI,2017-2018,3666058.394160584
DR MANDEEP SAINI,2018-2019,666058.394160584
DR MANDEEP SAINI,2019-2020,667883.2116788322
DR MANDEEP SAINI,2020-2021,666058.394160584
DYNACARE,2017-2018,2206316.4047173997
DYNACARE,2018-2019,2894631.854426829
DYNACARE,2019-2020,2967275.139247231
DYNACARE,2020-2021,3030661.8376293583
EDMONTON JOHN HOWARD SOCIETY,2017-2018,3628497.1
EDMONTON JOHN HOWARD SOCIETY,2018-2019,3975242.0253077974
EDMONTON JOHN HOWARD SOCIETY,2019-2020,4172949.8511627903
EDMONTON JOHN HOWARD SOCIETY,2020-2021,4209754.453529412
ELIZABETH FRY SOCIETY,2017-2018,1318341.9374176762
ELIZABETH FRY SOCIETY,2018-2019,1274158.3523680097
ELIZABETH FRY SOCIETY,2019-2020,1279852.0950664133
ELIZABETH FRY SOCIETY,2020-2021,1276355.2314186909
FLEX KNIT,2017-2018,862689.4205291971
FLEX KNIT,2018-2019,1275360.8601866313
FLEX KNIT,2019-2020,1372301.0083802736
FLEX KNIT,2020-2021,1193263.1763370044
FONDATION CARREFOUR NOUVEAU MONDE,2017-2018,1701485.1299999997
FONDATION CARREFOUR NOUVEAU MONDE,2018-2019,1701485.1299999997
FONDATION CARREFOUR NOUVEAU MONDE,2019-2020,1653614.0500000003
FORD MOTOR COMPANY,2017-2018,3498140.43
FORD MOTOR COMPANY,2018-2019,3440200.29
FORD MOTOR COMPANY,2019-2020,4245916.9
FORD MOTOR COMPANY,2020-2021,4497104.166666667
GENERAL DYNAMICS,2017-2018,6431108.745249324
GENERAL DYNAMICS,2018-2019,199259.37543299026
GENERAL DYNAMICS,2019-2020,738178.7644658866
GENERAL DYNAMICS,2020-2021,670109.8908181818
GLENCAIRN EDUCATIONAL SERVICES,2017-2018,2066688.107837968
GLENCAIRN EDUCATIONAL SERVICES,2018-2019,3708688.107837968
GLENCAIRN EDUCATIONAL SERVICES,2019-2020,2072350.2670375241
GLENCAIRN EDUCATIONAL SERVICES,2020-2021,1452184.1634505622
GRAHAM CONSTRUCTION,2017-2018,10186621.745502973
GRAHAM CONSTRUCTION,2018-2019,8866726.623551754
GRAHAM CONSTRUCTION,2019-2020,3100420.9609452737
HITRAC 1974,2017-2018,2612407.52
HITRAC 1974,2018-2019,589566.4600000001
HITRAC 1974,2019-2020,228172.98999999996
HITRAC 1974,2020-2021,932824.0400000002
HOLLAND COLLEGE,2020-2021,4339230.142937955
HOULE ELECTRIC,2017-2018,1035264.5316806723
HOULE ELECTRIC,2018-2019,194016.73151260504
HOULE ELECTRIC,2019-2020,1311674.0049047908
HOULE ELECTRIC,2020-2021,1613987.1165676075
HOUSE OF HOPE,2017-2018,1404617.1952916656
HOUSE OF HOPE,2018-2019,1735002.9252363418
HOUSE OF HOPE,2019-2020,1739387.295299187
HOUSE OF HOPE,2020-2021,1715726.2043284243
IBM CANADA,2017-2018,2898857.0259565655
IBM CANADA,2018-2019,5694369.266620864
IBM CANADA,2019-2020,874954.4933629499
IBM CANADA,2020-2021,809489.6035601271
IMPERIAL OIL,2017-2018,1387599.315
IMPERIAL OIL,2018-2019,2148462.865
IMPERIAL OIL,2019-2020,1466050.3499999999
IMPERIAL OIL,2020-2021,449465.77
INDIVIOR UK,2018-2019,4354463.0256468365
INDIVIOR UK,2019-2020,4902943.498130311
INDIVIOR UK,2020-2021,8423847.966222852
IRVING OIL,2017-2018,2230227.5
IRVING OIL,2018-2019,1080499.98
IRVING OIL,2019-2020,1335010.23
IRVING OIL,2020-2021,833762.73
JEMTEC,2017-2018,7300339.290744401
JEMTEC,2018-2019,1268575.2907444006
JEMTEC,2019-2020,249068.5730709064
JEMTEC,2020-2021,3775197.889182058
JOHN HOWARD SOCIETY OF NEWFOUNDLAND AND LABRADOR THE,2017-2018,1419920.2251231396
JOHN HOWARD SOCIETY OF NEWFOUNDLAND AND LABRADOR THE,2018-2019,1491862.9976308784
JOHN HOWARD SOCIETY OF NEWFOUNDLAND AND LABRADOR THE,2019-2020,1465751.5598780778
JOHN HOWARD SOCIETY OF NEWFOUNDLAND AND LABRADOR THE,2020-2021,1453683.5009289274
JOHN HOWARD SOCIETY OF OTTAWA,2017-2018,4060225.7875602515
JOHN HOWARD SOCIETY OF OTTAWA,2018-2019,4067189.4748555343
JOHN HOWARD SOCIETY OF OTTAWA,2019-2020,4177196.6618109606
JOHN HOWARD SOCIETY OF OTTAWA,2020-2021,4165783.5561775975
JOHN HOWARD SOCIETY OF RED DEER,2017-2018,1095842.0133333334
JOHN HOWARD SOCIETY OF RED DEER,2018-2019,1095842.0133333334
JOHN HOWARD SOCIETY OF RED DEER,2019-2020,1243946.2301277372
JOHN HOWARD SOCIETY OF RED DEER,2020-2021,1240547.4699361313
