d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,59451182.99,60987549.23
it_consulting_services,2018-2019,68925794.56,69976551.49
it_consulting_services,2019-2020,76463911.68,75811753.53
it_consulting_services,2020-2021,77714624.59,73872422.05
it_consulting_services,2021-2022,95296013.27,88440692.80
it_other,2017-2018,365131.25,374593.00
it_other,2018-2019,33759.88,34183.77
it_software_licensing,2017-2018,1860200.71,1908279.14
it_software_licensing,2018-2019,3734856.06,3793539.30
it_software_licensing,2019-2020,1436069.03,1424163.54
it_software_licensing,2020-2021,1278924.05,1214614.66
it_software_licensing,2021-2022,3211796.10,2976046.86
