owner_org,d_fiscal_year,total
aandc-aadnc,2017-2018,94695.11
aandc-aadnc,2018-2019,50722.92
aandc-aadnc,2019-2020,76083.64
atssc-scdata,2021-2022,54087.64
cas-satj,2017-2018,78591.50
cas-satj,2018-2019,154972.51
cas-satj,2019-2020,181128.80
cas-satj,2020-2021,77856.45
cas-satj,2021-2022,77856.45
cic,2020-2021,11201.24
cic,2021-2022,19522.56
csc-scc,2018-2019,50002.50
csc-scc,2019-2020,24997.58
csc-scc,2020-2021,38675.33
csc-scc,2021-2022,35825.57
csps-efpc,2019-2020,19115.15
csps-efpc,2020-2021,67738.14
csps-efpc,2021-2022,67738.14
dfatd-maecd,2017-2018,218132.36
dfatd-maecd,2018-2019,752835.46
dfatd-maecd,2019-2020,27105.91
dfatd-maecd,2020-2021,70068.58
dfatd-maecd,2021-2022,47343.99
dfo-mpo,2017-2018,263927.35
dfo-mpo,2018-2019,136230.70
dfo-mpo,2019-2020,222158.60
dfo-mpo,2020-2021,191683.40
dfo-mpo,2021-2022,412483.82
dnd-mdn,2019-2020,143295.30
dnd-mdn,2020-2021,334245.52
dnd-mdn,2021-2022,55106.35
elections,2018-2019,20296.21
fcac-acfc,2021-2022,15549.82
fin,2018-2019,41315.30
fin,2019-2020,19201.86
fin,2020-2021,12995.00
fin,2021-2022,14690.00
ic,2019-2020,55445.16
ic,2020-2021,61140.43
ic,2021-2022,61140.43
isc-sac,2018-2019,26816.36
isc-sac,2019-2020,76083.64
isc-sac,2021-2022,25000.02
jus,2018-2019,285923.25
jus,2019-2020,274492.68
jus,2020-2021,232047.75
jus,2021-2022,232047.75
nrc-cnrc,2019-2020,3736.62
nrc-cnrc,2020-2021,1352.52
nrcan-rncan,2018-2019,16459.69
nrcan-rncan,2019-2020,86060.67
nrcan-rncan,2020-2021,85825.53
nrcan-rncan,2021-2022,85825.53
nserc-crsng,2017-2018,10170.00
osfi-bsif,2021-2022,26779.87
osgg-bsgg,2021-2022,13652.61
pch,2020-2021,12798.34
pch,2021-2022,31351.65
phac-aspc,2020-2021,24351.50
ppsc-sppc,2018-2019,14631.24
ppsc-sppc,2019-2020,25869.72
ppsc-sppc,2020-2021,25799.04
ps-sp,2020-2021,6921.25
ps-sp,2021-2022,17995.25
psc-cfp,2019-2020,19162.50
psc-cfp,2020-2021,3832.50
pwgsc-tpsgc,2017-2018,119091.17
pwgsc-tpsgc,2018-2019,162168.77
pwgsc-tpsgc,2019-2020,44794.76
pwgsc-tpsgc,2020-2021,34450.35
pwgsc-tpsgc,2021-2022,51021.16
rcmp-grc,2017-2018,102634.48
rcmp-grc,2018-2019,148103.85
rcmp-grc,2021-2022,92855.81
ssc-spc,2018-2019,15785.52
ssc-spc,2019-2020,61137.55
ssc-spc,2021-2022,108757.80
statcan,2021-2022,167923.76
tc,2017-2018,1585324.55
tc,2018-2019,1273038.54
tc,2019-2020,241686.15
tc,2020-2021,5002.20
tc,2021-2022,167636.29
wage,2021-2022,14532.57
