d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,25521.05
1_facilities_and_construction,2018-2019,14949.90
1_facilities_and_construction,2019-2020,31825.55
11_defence,2017-2018,1290428.29
11_defence,2018-2019,1698425.97
11_defence,2019-2020,544883.11
11_defence,2020-2021,68425.97
3_information_technology,2017-2018,279526.08
3_information_technology,2018-2019,421418.30
3_information_technology,2019-2020,151705.55
3_information_technology,2020-2021,1029735.97
6_industrial_products_and_services,2017-2018,805227.80
6_industrial_products_and_services,2018-2019,614451.57
6_industrial_products_and_services,2019-2020,253284.18
6_industrial_products_and_services,2020-2021,605136.25
