d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,1542184.47
1_facilities_and_construction,2018-2019,1549647.42
1_facilities_and_construction,2019-2020,147028.22
11_defence,2017-2018,30172419.86
11_defence,2018-2019,43604038.48
11_defence,2019-2020,52262580.56
11_defence,2020-2021,12942503.29
5_transportation_and_logistics,2018-2019,142705.44
5_transportation_and_logistics,2019-2020,174100.63
5_transportation_and_logistics,2020-2021,96390.91
6_industrial_products_and_services,2019-2020,74817.10
6_industrial_products_and_services,2020-2021,48991.67
NA,2017-2018,63972.48
NA,2019-2020,61589.40
