d_most_recent_category,d_fiscal_year,total
10_office_management,2019-2020,35105.06
10_office_management,2020-2021,52513.72
10_office_management,2021-2022,13092.46
2_professional_services,2017-2018,4324631.33
2_professional_services,2018-2019,3599306.48
2_professional_services,2019-2020,2657172.45
2_professional_services,2020-2021,1543876.99
2_professional_services,2021-2022,2305838.62
3_information_technology,2019-2020,344680.14
3_information_technology,2020-2021,369813.28
3_information_technology,2021-2022,424737.93
9_human_capital,2017-2018,222393.85
9_human_capital,2018-2019,342272.08
9_human_capital,2019-2020,213112.28
9_human_capital,2020-2021,252581.53
9_human_capital,2021-2022,29498.75
