d_vendor_name,d_fiscal_year,total
ADVANCE BUSINESS INTERIORS,2019-2020,24777.56
CARISSE GRAPHIC DESIGN,2017-2018,11582.5
CARISSE GRAPHIC DESIGN,2018-2019,11978
CARISSE GRAPHIC DESIGN,2019-2020,13108
CARISSE GRAPHIC DESIGN,2020-2021,13877.5
COPEM CONSULTING,2018-2019,10509
EPERFORMANCE,2018-2019,156618
JARRETT ESP SERVICES,2019-2020,5165.170676328503
JARRETT ESP SERVICES,2020-2021,7487.969323671498
LOWE MARTIN GROUP,2017-2018,27873.71
LOWE MARTIN GROUP,2018-2019,54050.60999999999
LOWE MARTIN GROUP,2020-2021,26161.050000000003
NORTHERN MICRO,2020-2021,12978.05
ONX ENTERPRISE SOLUTIONS,2019-2020,14988.012735507245
ONX ENTERPRISE SOLUTIONS,2020-2021,29254.67726449275
QMR,2017-2018,10.935419440745672
QMR,2018-2019,52522.54852135815
QMR,2019-2020,52666.445914567346
QMR,2020-2021,52522.54852135815
RICOH,2018-2019,1784.8064646464647
RICOH,2019-2020,4505.097696969698
RICOH,2020-2021,4492.788686868687
SIERRA SYSTEMS GROUP,2017-2018,78946.22837837838
STRIVE,2020-2021,28250
