d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2020-2021,49042.00,46391.28
10_office_management,2017-2018,609715.37,624511.17
10_office_management,2018-2019,517151.79,523059.23
10_office_management,2019-2020,1231574.36,1206537.92
10_office_management,2020-2021,965290.52,913756.02
10_office_management,2021-2022,1525700.57,1058381.76
6_industrial_products_and_services,2017-2018,66782.36,68542.99
6_industrial_products_and_services,2020-2021,16324.25,15671.84
8_security_and_protection,2020-2021,29872.54,28128.52
8_security_and_protection,2021-2022,153570.07,120132.44
