d_vendor_name,d_fiscal_year,total
4 OFFICE AUTOMATION,2017-2018,314102.8687055321
4 OFFICE AUTOMATION,2018-2019,412210.85669319064
4 OFFICE AUTOMATION,2019-2020,312086.46894897317
4 OFFICE AUTOMATION,2020-2021,392608.38113250193
ADOBE,2018-2019,176754.87465753424
ADOBE,2019-2020,293015.58904109587
ADOBE,2020-2021,220161.98630136985
ADVANCED BUSINESS INTERIORS,2017-2018,343765.7595969354
ADVANCED BUSINESS INTERIORS,2018-2019,117076.5288064508
ADVANCED BUSINESS INTERIORS,2019-2020,222811.6290756965
ADVANCED BUSINESS INTERIORS,2020-2021,121708.78166045924
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,99579.49671064982
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,114939.5875739347
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,156031.48345449285
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,148149.93097003817
ALTIS HUMAN RESOURCES,2017-2018,1852388.8015413096
ALTIS HUMAN RESOURCES,2018-2019,2074696.1955402202
ALTIS HUMAN RESOURCES,2019-2020,1632877.134460461
ALTIS HUMAN RESOURCES,2020-2021,1427491.8247797068
AMS IMAGING,2017-2018,387088.2666943061
AMS IMAGING,2018-2019,140566.71750684932
AMS IMAGING,2019-2020,174988.28281527167
AMS IMAGING,2020-2021,288583.3861710008
AVI SPL CANADA,2017-2018,62205.84000000001
AVI SPL CANADA,2018-2019,35881.39981981982
AVI SPL CANADA,2019-2020,58842.54088046029
AVI SPL CANADA,2020-2021,76689.55929971988
BAYSHORE HEALTHCARE,2017-2018,168328.92456174272
BAYSHORE HEALTHCARE,2018-2019,312655.90990093915
BAYSHORE HEALTHCARE,2019-2020,202938.30008724268
BAYSHORE HEALTHCARE,2020-2021,151056.47557591507
BELL DISTRIBUTION,2018-2019,669200.6900000001
BELL DISTRIBUTION,2019-2020,291351.69
BELL DISTRIBUTION,2020-2021,665759.0834020618
BEYOND TECHNOLOGIES CONSULTING,2017-2018,333363.4303148139
BEYOND TECHNOLOGIES CONSULTING,2018-2019,333363.4303148139
BEYOND TECHNOLOGIES CONSULTING,2019-2020,191265.41158057054
BGIS,2017-2018,134156.30495912806
BGIS,2018-2019,63690.77
CACHE COMPUTER CONSULTING,2017-2018,137382.34691200248
CACHE COMPUTER CONSULTING,2018-2019,65116.015273076744
CACHE COMPUTER CONSULTING,2019-2020,84597.3606328759
CACHE COMPUTER CONSULTING,2020-2021,187257.58555775584
CANADIAN CORPS OF COMMISSIONAIRES,2017-2018,2922030.573894607
CANADIAN CORPS OF COMMISSIONAIRES,2018-2019,3248810.9861053936
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,3420924.0614754097
CANADIAN CORPS OF COMMISSIONAIRES,2020-2021,3547201.52852459
CANADIAN DEVELOPMENT CONSULTANTS,2017-2018,1308913.9344262294
CANADIAN DEVELOPMENT CONSULTANTS,2019-2020,690471.9562243501
CANADIAN DEVELOPMENT CONSULTANTS,2020-2021,996135.4309165525
CANON,2017-2018,24708.435363215594
CANON,2018-2019,43733.73372112721
CANON,2019-2020,97985.58572384255
CANON,2020-2021,86121.26071398721
CARAHSOFT TECHNOLOGY,2017-2018,46571.84558236632
CARAHSOFT TECHNOLOGY,2018-2019,103046.71131665357
CARAHSOFT TECHNOLOGY,2019-2020,75421.66142984988
CARAHSOFT TECHNOLOGY,2020-2021,46968.20728831349
CARSWELL,2017-2018,2694453.989692875
CARSWELL,2018-2019,4633953.711402259
CARSWELL,2019-2020,2368071.4852047
CARSWELL,2020-2021,6288.215519125683
CBCI TELECOM CANADA,2017-2018,171724.83
CBCI TELECOM CANADA,2018-2019,391116.0764804469
CBCI TELECOM CANADA,2019-2020,86376.002866655
CBCI TELECOM CANADA,2020-2021,314078.2806528981
CDW CANADA,2017-2018,28122.420000000002
CDW CANADA,2018-2019,61548.28
CDW CANADA,2019-2020,3055633.9819691777
CDW CANADA,2020-2021,70312.04587235197
CENTRE DE LANGUES INTERNATIONALES,2017-2018,118558.2249193397
CENTRE DE LANGUES INTERNATIONALES,2018-2019,145951.91275659823
CENTRE DE LANGUES INTERNATIONALES,2019-2020,33311.25
CETTEC DIGITAL IMAGING,2017-2018,396025.7825926268
CETTEC DIGITAL IMAGING,2018-2019,789229.977802451
CETTEC DIGITAL IMAGING,2019-2020,583379.5864033139
CETTEC DIGITAL IMAGING,2020-2021,402328.61320160824
CGI,2017-2018,3168939.6029372104
CGI,2018-2019,3672630.6051400257
CGI,2019-2020,4114809.382991502
CGI,2020-2021,2369733.9292122438
COFOMO,2017-2018,2816581.1214964758
COFOMO,2018-2019,2475406.9651951455
COFOMO,2019-2020,1549055.3701679348
COFOMO,2020-2021,1121499.2251977462
COLLIERS PROJECT LEADERS,2018-2019,72106.33841155237
COLLIERS PROJECT LEADERS,2019-2020,244932.6415884477
CSDC SYSTEMS,2017-2018,63126.89000000001
CSDC SYSTEMS,2018-2019,63126.89000000001
CSDC SYSTEMS,2019-2020,59941.73695328992
CSDC SYSTEMS,2020-2021,14627.257950819672
CYBERBAHN,2017-2018,236961
CYBERBAHN,2018-2019,172438
CYBERBAHN,2019-2020,163850
CYBERBAHN,2020-2021,90400
ECOLE DE LANGUES ABCE,2017-2018,36915
ECOLE DE LANGUES ABCE,2018-2019,64437.19170731707
ECOLE DE LANGUES ABCE,2019-2020,77845.49829268293
ECOLE DE LANGUES ABCE,2020-2021,16380
ECOLE DE LANGUES LA CITE,2017-2018,43449.630000000005
ECOLE DE LANGUES LA CITE,2018-2019,38290.049999999996
ECOLE DE LANGUES LA CITE,2019-2020,98120.06999999999
ECOLE DE LANGUES LA CITE,2020-2021,12138.75
EDITIONS YVON BLAIS,2017-2018,50760.465005809216
EDITIONS YVON BLAIS,2018-2019,50161.78738745794
EDITIONS YVON BLAIS,2019-2020,58154.96725327842
EDITIONS YVON BLAIS,2020-2021,57996.07390012738
EKOS RESEARCH ASSOCIATES,2017-2018,245876.7
EKOS RESEARCH ASSOCIATES,2018-2019,67798.67000000001
EKOS RESEARCH ASSOCIATES,2020-2021,59673.71081712061
EPERFORMANCE,2019-2020,209366.4
EVIDENCE SOLUTIONS,2017-2018,423306.3049752718
EVIDENCE SOLUTIONS,2018-2019,486110.53787669964
EVIDENCE SOLUTIONS,2019-2020,369831.7241271197
EVIDENCE SOLUTIONS,2020-2021,113658.71760831382
EXCEL HUMAN RESOURCES,2018-2019,232147.1222065728
EXCEL HUMAN RESOURCES,2019-2020,253438.03169014087
EXCEL HUMAN RESOURCES,2020-2021,252745.5780516432
FERENCE COMPANY CONSULTING,2018-2019,74437.82837127846
FERENCE COMPANY CONSULTING,2019-2020,108112.08406304728
FERENCE COMPANY CONSULTING,2020-2021,107816.69585522475
FLEMING COMMUNICATIONS,2017-2018,303636.7442628937
FLEMING COMMUNICATIONS,2018-2019,222044.85779714023
FLEMING COMMUNICATIONS,2019-2020,153348.48868553175
FLEMING COMMUNICATIONS,2020-2021,140004.66426289367
GARTNER,2017-2018,483576.87479452055
GARTNER,2018-2019,217356.1191780822
GARTNER,2019-2020,27751.19508196721
GARTNER,2020-2021,273915.6403974848
GILMORE REPRODUCTIONS,2017-2018,27982.236131386864
GILMORE REPRODUCTIONS,2019-2020,48822.50947630923
GILMORE REPRODUCTIONS,2020-2021,131325.38790073997
GOSS GILROY,2017-2018,186034.79974811085
GOSS GILROY,2018-2019,209899.63499696206
GOSS GILROY,2019-2020,217073.18171727387
GOSS GILROY,2020-2021,146170.46117921776
HILL AND KNOWLTON,2017-2018,338994.35
HORIZANT,2017-2018,41873.4079245283
HORIZANT,2018-2019,117676.94207547171
HORIZANT,2019-2020,54642.28
HORIZANT,2020-2021,65368.24
HYPERTEC,2018-2019,33014.11
HYPERTEC,2019-2020,184941.31482093668
HYPERTEC,2020-2021,499747.7051790634
IBISKA TELECOM,2017-2018,718442.2496634866
IBISKA TELECOM,2018-2019,630518.5659150761
IBISKA TELECOM,2019-2020,315339.1190133983
IBISKA TELECOM,2020-2021,314585.21090133983
IBM CANADA,2018-2019,2204.887340966921
IBM CANADA,2019-2020,175135.38977099236
IBM CANADA,2020-2021,12454.101733430049
INFO TECH RESEARCH GROUP,2018-2019,29199.2
INFO TECH RESEARCH GROUP,2019-2020,108365.25846190934
INFO TECH RESEARCH GROUP,2020-2021,154603.19153809064
INNOVATIVE INTERFACES CANADA,2017-2018,168967.97640744798
INNOVATIVE INTERFACES CANADA,2018-2019,86274.45592552026
INNOVATIVE INTERFACES CANADA,2019-2020,86510.82429791895
INNOVATIVE INTERFACES CANADA,2020-2021,86274.45592552026
INTERNATIONAL REPORTING,2017-2018,51974.42555831266
INTERNATIONAL REPORTING,2018-2019,184898.60795943168
INTERNATIONAL REPORTING,2019-2020,32532.596482255667
INTERNATIONAL REPORTING,2020-2021,26509.8
IPSS,2017-2018,98667.6695652174
IPSS,2018-2019,63116.18407255306
IPSS,2019-2020,152983.59848049283
IPSS,2020-2021,152565.61050650242
IRON MOUNTAIN CANADA,2017-2018,697817.7286140374
IRON MOUNTAIN CANADA,2018-2019,678011.7817992761
IRON MOUNTAIN CANADA,2019-2020,828261.7228120625
IRON MOUNTAIN CANADA,2020-2021,972100.9353465185
KELLY SEARS CONSULTING GROUP,2017-2018,166523.03448275864
KELLY SEARS CONSULTING GROUP,2018-2019,69351.27274708726
KELLY SEARS CONSULTING GROUP,2019-2020,103114.72725291274
KELLY SEARS CONSULTING GROUP,2020-2021,0
KNOWLEDGE CIRCLE,2017-2018,21330.424835526315
KNOWLEDGE CIRCLE,2018-2019,94785.60516447369
KNOWLEDGE CIRCLE,2019-2020,57546.40625
KNOWLEDGE CIRCLE,2020-2021,16768.079162481587
LAFORTUNE LEGAL,2017-2018,209061.07009933476
LAFORTUNE LEGAL,2018-2019,130348.3016448513
LAFORTUNE LEGAL,2019-2020,100819.94825581396
LAFORTUNE LEGAL,2020-2021,60295.100000000006
LANNICK CONTRACT SOLUTIONS,2017-2018,109965.40322580644
LANNICK CONTRACT SOLUTIONS,2018-2019,106966.34677419355
LEXISNEXIS CANADA,2017-2018,416578.0243809876
LEXISNEXIS CANADA,2018-2019,1493012.9416321816
LEXISNEXIS CANADA,2019-2020,1145594.4035035959
LEXISNEXIS CANADA,2020-2021,838980.6448472743
MDOS CONSULTING,2017-2018,232349.71617082536
MDOS CONSULTING,2018-2019,24408
MEDIAMISER,2017-2018,80025.41223265519
MEDIAMISER,2018-2019,80025.41223265519
MEDIAMISER,2019-2020,80244.65993740219
MICROSOFT CANADA,2017-2018,128332.06629463972
MICROSOFT CANADA,2018-2019,137262.73273299588
MICROSOFT CANADA,2019-2020,781160.5489735907
MICROSOFT CANADA,2020-2021,840481.6500767253
MODIS CANADA,2017-2018,887376.407367595
MODIS CANADA,2018-2019,933407.4601993434
MODIS CANADA,2019-2020,459758.21360884747
MODIS CANADA,2020-2021,458502.0436263096
MULTILINGUAL COMMUNITY INTERPRETER,2017-2018,103979.74796171571
MULTILINGUAL COMMUNITY INTERPRETER,2018-2019,104552.63913505849
MULTILINGUAL COMMUNITY INTERPRETER,2019-2020,48028.64516129032
MULTILINGUAL COMMUNITY INTERPRETER,2020-2021,47897.419354838705
"NATTIQ",2018-2019,285923.25447201385
"NATTIQ",2019-2020,274492.6768263128
"NATTIQ",2020-2021,232047.74956722447
"NAUT MAWT TRIBAL COUNCIL",2017-2018,84975
"NAUT MAWT TRIBAL COUNCIL",2018-2019,54020.71
"NAUT MAWT TRIBAL COUNCIL",2020-2021,404514.33999999997
"NAVPOINT CONSULTING GROUP",2017-2018,137946.63895265423
"NAVPOINT CONSULTING GROUP",2018-2019,475949.79514255543
"NAVPOINT CONSULTING GROUP",2019-2020,366850.2639915523
"NAVPOINT CONSULTING GROUP",2020-2021,365847.94086589233
NISHA TECHONOLOGIES,2017-2018,1109992.8900000001
NISHA TECHONOLOGIES,2018-2019,1202682.73
NISHA TECHONOLOGIES,2019-2020,247327.32483870967
NISHA TECHONOLOGIES,2020-2021,21296.175161290324
NORTHERN MICRO,2017-2018,123648.99227272728
NORTHERN MICRO,2018-2019,2428997.3677272727
NORTHERN MICRO,2019-2020,435022.92298660247
NORTHERN MICRO,2020-2021,331188.6948901099
NUIX NORTH AMERICA,2018-2019,4779.398247978436
NUIX NORTH AMERICA,2019-2020,363302.329185884
NUIX NORTH AMERICA,2020-2021,377645.2125661376
OPROMA,2017-2018,497823.49104348297
OPROMA,2018-2019,571063.1991419556
OPROMA,2019-2020,216416.90773611265
OPROMA,2020-2021,127337.65577671505
ORANGUTECH,2017-2018,151262.03065345797
ORANGUTECH,2018-2019,758967.1337978665
ORANGUTECH,2019-2020,1183974.1370506145
ORANGUTECH,2020-2021,798617.3199390275
ORBIS RISK CONSULTING,2019-2020,128122.82258064515
ORBIS RISK CONSULTING,2020-2021,135403.2258064516
PRA,2017-2018,71618.03703703704
PRA,2018-2019,279817.123259111
PRA,2019-2020,284470.1359352848
PRA,2020-2021,235662.58026853472
PRECISIONERP,2017-2018,177855.0272232305
PRECISIONERP,2018-2019,336881.2886721424
PRECISIONERP,2019-2020,163307.48398357292
PRECISIONERP,2020-2021,162861.2886721424
PROSCI CANADA,2017-2018,79150.84999999999
PROSCI CANADA,2019-2020,59511.450000000004
PROSCI CANADA,2020-2021,118164.1
PUROLATOR,2017-2018,105890
PUROLATOR,2018-2019,91200
PUROLATOR,2019-2020,96650
PUROLATOR,2020-2021,79600
QUICK MESSENGER SERVICE,2017-2018,84763.79612745097
QUICK MESSENGER SERVICE,2018-2019,160806.00305409447
QUICK MESSENGER SERVICE,2019-2020,138410.80964728314
QUICK MESSENGER SERVICE,2020-2021,138032.638036225
QUINTET CONSULTING,2017-2018,68280.26
QUINTET CONSULTING,2018-2019,33871.759999999995
QUINTET CONSULTING,2019-2020,122548.5
QUINTET CONSULTING,2020-2021,86954.02803738318
RAYMOND CHABOT GRANT THORNTON,2017-2018,115799.88888888889
RAYMOND CHABOT GRANT THORNTON,2018-2019,96526.24743326489
RAYMOND CHABOT GRANT THORNTON,2019-2020,197444.0087287486
RAYMOND CHABOT GRANT THORNTON,2020-2021,236955.7479459955
REPORTEX AGENCIES,2017-2018,251007.10788311667
REPORTEX AGENCIES,2018-2019,93050.67806366601
REPORTEX AGENCIES,2019-2020,84143.92387386972
REPORTEX AGENCIES,2020-2021,147707.71524346652
RICOH,2017-2018,632928.0801360656
RICOH,2018-2019,718193.2167077501
RICOH,2019-2020,910172.7517027482
RICOH,2020-2021,630358.3448082487
RILEY S,2017-2018,69750.08282872569
RILEY S,2018-2019,64492.75002841716
RILEY S,2019-2020,46861.607142857145
RILEY S,2020-2021,23100
SAMSON ASSOCIES,2017-2018,161991.062635562
SAMSON ASSOCIES,2018-2019,323483.66309085325
SAMSON ASSOCIES,2019-2020,384103.23088439374
SAMSON ASSOCIES,2020-2021,362926.6680116862
SHARP ELECTRONICS,2018-2019,75991.98019164956
SHARP ELECTRONICS,2019-2020,260568.19204548368
SHARP ELECTRONICS,2020-2021,347905.3842050222
SI SYSTEMS,2017-2018,479137.6523159094
SI SYSTEMS,2018-2019,556118.9023159094
SI SYSTEMS,2019-2020,455663.8856099256
SI SYSTEMS,2020-2021,222785.6659489234
SOCIETE GAMMA,2017-2018,71039.81805905854
SOCIETE GAMMA,2018-2019,226238.42879507077
SOCIETE GAMMA,2019-2020,192473.53862738603
SOCIETE GAMMA,2020-2021,88321.68879507075
SOFTCHOICE,2017-2018,617449.381864597
SOFTCHOICE,2018-2019,556670.8861055276
SOFTCHOICE,2020-2021,18641.91448369565
SOFTSIM TECHNOLOGIES,2019-2020,63621.02625596184
SOFTSIM TECHNOLOGIES,2020-2021,142464.2612480127
SRA STAFFING SOLTUTIONS,2017-2018,219220.02
