owner_org,d_fiscal_year,total,total_constant_2019_dollars
pbc-clcc,2020-2021,31500.00,29946.11
pbc-clcc,2021-2022,31500.00,24641.34
rcmp-grc,2017-2018,844397.66,866278.76
rcmp-grc,2018-2019,844397.66,857529.29
rcmp-grc,2019-2020,887099.33,880097.56
rcmp-grc,2020-2021,1155164.56,1097821.09
rcmp-grc,2021-2022,679240.83,542679.27
ssc-spc,2017-2018,4246354.76,4356376.05
ssc-spc,2018-2019,4298360.19,4365213.97
ssc-spc,2019-2020,4277236.75,4241141.25
ssc-spc,2020-2021,4265550.31,4055131.92
ssc-spc,2021-2022,4285963.72,3350902.44
