owner_org,d_fiscal_year,total
aafc-aac,2017-2018,161826.61360032053
aafc-aac,2018-2019,246798.95979423533
aafc-aac,2019-2020,258813.81185919172
aafc-aac,2020-2021,221899.9855573166
aandc-aadnc,2017-2018,1442525.7774314824
aandc-aadnc,2018-2019,45253.82689189189
atssc-scdata,2017-2018,545.8126301735648
atssc-scdata,2018-2019,11067.867222963952
atssc-scdata,2019-2020,11098.190146862484
cbsa-asfc,2017-2018,1192633.8240172272
cbsa-asfc,2018-2019,1843957.101510214
cbsa-asfc,2019-2020,1902039.2235876347
cbsa-asfc,2020-2021,669193.3265157128
cgc-ccg,2018-2019,32094.911368502555
cgc-ccg,2019-2020,94731.75452316077
cgc-ccg,2020-2021,77291.47189522193
cic,2018-2019,672773.6224256055
cic,2019-2020,1060684.7631073557
cic,2020-2021,550967.9865548004
cihr-irsc,2019-2020,54204.985779424336
cihr-irsc,2020-2021,63451.23339865785
cnsc-ccsn,2017-2018,17088.323917137477
cra-arc,2017-2018,100822.25695627613
cra-arc,2018-2019,117276.78304372389
cra-arc,2019-2020,44856.41891891892
cra-arc,2020-2021,60198.326308353804
crtc,2017-2018,3017.417095890411
crtc,2018-2019,13321.089406841831
crtc,2019-2020,12857.92349726776
crtc,2020-2021,1398.4235890410957
csc-scc,2020-2021,25252.96651898734
dfatd-maecd,2017-2018,2680723.854575445
dfatd-maecd,2018-2019,2728765.0488491147
dfatd-maecd,2019-2020,2785266.7575157653
dfatd-maecd,2020-2021,2857101.4801112865
dfo-mpo,2019-2020,0
dfo-mpo,2020-2021,6266612.130472609
dnd-mdn,2017-2018,12207043.192925246
dnd-mdn,2018-2019,7704330.049518595
dnd-mdn,2019-2020,7558993.890065401
dnd-mdn,2020-2021,5497181.57575931
ec,2017-2018,172462.5
ec,2018-2019,25000
ec,2019-2020,24203.47
ec,2020-2021,259843.5
elections,2017-2018,291084.4869127517
elections,2018-2019,291084.4869127517
elections,2019-2020,291881.9786577181
elections,2020-2021,291084.4869127517
esdc-edsc,2017-2018,13211209.142773703
esdc-edsc,2018-2019,22159269.715911075
esdc-edsc,2019-2020,26020887.526217833
esdc-edsc,2020-2021,60216329.553671226
fin,2019-2020,24792.2
fin,2020-2021,309089.3842857143
hc-sc,2017-2018,1011951.8537278484
hc-sc,2020-2021,2023464.8807706595
ic,2017-2018,1350989.0694646041
ic,2018-2019,1028974.0165392532
ic,2019-2020,847649.6651681268
ic,2020-2021,107427.6137875056
iic-iac,2020-2021,969150
irb-cisr,2019-2020,49963.009999999995
isc-sac,2017-2018,867457.0544546852
nrc-cnrc,2017-2018,384267.0198414587
nrc-cnrc,2018-2019,1067731.81187526
nrc-cnrc,2019-2020,12559.256587078653
nrc-cnrc,2020-2021,44375.100000000006
nrcan-rncan,2017-2018,48588.65498563671
nrcan-rncan,2018-2019,256285.08620689655
nrcan-rncan,2019-2020,83602.86813613231
nrcan-rncan,2020-2021,122087.6299936387
nserc-crsng,2018-2019,17270.757380410025
nserc-crsng,2019-2020,86590.37261958998
oag-bvg,2017-2018,300154.94990208256
oag-bvg,2018-2019,277827.7379130435
oag-bvg,2019-2020,356273.2260122937
oag-bvg,2020-2021,2167791.699590556
ocol-clo,2020-2021,39091.15
osfi-bsif,2017-2018,101346.77272484417
osfi-bsif,2018-2019,194387.10016918968
osfi-bsif,2019-2020,98606.5369367765
osfi-bsif,2020-2021,98337.12016918969
pc,2019-2020,63236.25
pch,2017-2018,109280.95836501902
pch,2018-2019,109280.95836501902
pco-bcp,2017-2018,17854.64103142627
pco-bcp,2018-2019,826160.5741492966
pco-bcp,2019-2020,388895.81621223816
pco-bcp,2020-2021,1217751.628607039
phac-aspc,2017-2018,689296.3285024154
phac-aspc,2018-2019,1886.788990825688
phac-aspc,2019-2020,9865.211009174312
psc-cfp,2017-2018,53046.75289541919
psc-cfp,2018-2019,33442.84774416595
pwgsc-tpsgc,2017-2018,6632794.218348016
pwgsc-tpsgc,2018-2019,5901208.880377899
pwgsc-tpsgc,2019-2020,14383598.285178043
pwgsc-tpsgc,2020-2021,17722681.253361303
rcmp-grc,2017-2018,179031.92188505677
rcmp-grc,2018-2019,49096.32235459005
rcmp-grc,2019-2020,6240738.626503023
rcmp-grc,2020-2021,13637718.014352394
ssc-spc,2017-2018,25414510.086758133
ssc-spc,2018-2019,27013294.136292193
ssc-spc,2019-2020,20531717.97110754
ssc-spc,2020-2021,16017656.379405659
statcan,2017-2018,290975
tbs-sct,2017-2018,435630.283934098
tbs-sct,2018-2019,427948.7411786236
tbs-sct,2019-2020,420219.7940338768
tbs-sct,2020-2021,595810.8708228411
tc,2018-2019,100259.25000000001
tc,2019-2020,194148.48609929078
tc,2020-2021,1265432.0968971632
wd-deo,2017-2018,20780.1
wd-deo,2018-2019,51424.799999999996
