owner_org,d_fiscal_year,total
cfia-acia,2017-2018,2064417.3521850393
cfia-acia,2018-2019,5269317.01781496
cfia-acia,2019-2020,27461.7
dfo-mpo,2017-2018,276566.3744117647
dnd-mdn,2017-2018,1634672.6310638299
dnd-mdn,2018-2019,216088.23529411765
dnd-mdn,2019-2020,167911.76470588235
dnd-mdn,2020-2021,155000
pc,2017-2018,3108681.8393097776
pc,2018-2019,783919.6606902224
pc,2019-2020,347137.0067908903
pc,2020-2021,374040.1016045549
pwgsc-tpsgc,2017-2018,121259.46287713405
pwgsc-tpsgc,2018-2019,1400701.4106130288
pwgsc-tpsgc,2019-2020,2007675.4330778196
pwgsc-tpsgc,2020-2021,1741103.7134320175
