d_vendor_name,d_fiscal_year,total
1239376 ONTARIO,2017-2018,222610
1239376 ONTARIO,2018-2019,67087.94520547945
2335719 ONTARIO,2017-2018,38226.258527777776
2335719 ONTARIO,2018-2019,66302.07867857143
2335719 ONTARIO,2019-2020,65483.418022408965
2335719 ONTARIO,2020-2021,78338.48432679739
ACCURATE DESIGN AND,2018-2019,12662.483606557376
ACCURATE DESIGN AND,2019-2020,12254.016393442622
ACTIAN,2018-2019,1522.532786885246
ACTIAN,2019-2020,92843.4028295531
ACTIAN,2020-2021,91140.41638356165
ADECCO EMPLOYMENT SERVICES,2017-2018,24976.20068430657
ADECCO EMPLOYMENT SERVICES,2018-2019,13890.87325729927
ADECCO EMPLOYMENT SERVICES,2019-2020,11313.155597014924
ADECCO EMPLOYMENT SERVICES,2020-2021,13538.694402985073
ADRM TECHNOLOGY CONSULTING,2017-2018,121686.56490875913
ADRM TECHNOLOGY CONSULTING,2018-2019,446495.9103761152
ADRM TECHNOLOGY CONSULTING,2019-2020,450451.1381366586
ADRM TECHNOLOGY CONSULTING,2020-2021,713625.0992086041
ALITHYA,2018-2019,7116.347368421052
ALITHYA,2019-2020,17718.252631578944
ALTIS HR OTTAWA EXCELHR INC JOINT VENTURE,2017-2018,136645.2553846154
APPLIED ELECTONICS,2018-2019,184952.46
APPLIED ELECTONICS,2019-2020,95331.1
ARTEMP PERSONNEL SERVICES,2017-2018,69054.65149425287
ARTEMP PERSONNEL SERVICES,2018-2019,33953.950000000004
AVI SPL CANADA,2017-2018,129313.46523178808
AVI SPL CANADA,2018-2019,232541.36476821193
AVI SPL CANADA,2019-2020,95964.00833333335
AVI SPL CANADA,2020-2021,1810.6416666666669
BEGIN MARIO,2017-2018,13675.520833333332
BEGIN MARIO,2018-2019,55831.894023809524
BEGIN MARIO,2019-2020,25052.270976190477
BEGIN MARIO,2020-2021,32413.715096899225
C2 CONSEILS,2017-2018,24719.62
CANADIAN MANAGEMENT CENTRE,2019-2020,22600
CHARRON HUMAN RESOURCES,2019-2020,38220
CHARRON HUMAN RESOURCES,2020-2021,17745
CIO STRATEGY COUNCIL,2017-2018,3653.150684931507
