d_vendor_name,d_fiscal_year,total
ACCENTURE,2017-2018,7547811.662512409
ACCENTURE,2018-2019,4783914.542972798
ACCENTURE,2019-2020,784947.093019039
ACCENTURE,2020-2021,754921.7943789666
ADOBE,2018-2019,684657.5342465753
ADOBE,2019-2020,15342.465753424658
AGILENT,2017-2018,536420.6612385463
AGILENT,2018-2019,11237.461354085603
AGILENT,2019-2020,125481.62899479167
AGILENT,2020-2021,722664.7881302738
ALS CANADA,2017-2018,399821.12
ALS CANADA,2018-2019,339537.88
ALS CANADA,2019-2020,244486.80000000002
ALS CANADA,2020-2021,553175.4600000001
ALSCO UNIFORM LINEN SERVICES,2017-2018,142082.31612682482
ALSCO UNIFORM LINEN SERVICES,2018-2019,142082.31612682482
ALSCO UNIFORM LINEN SERVICES,2019-2020,142471.58274635038
ALSCO UNIFORM LINEN SERVICES,2020-2021,142082.31612682482
ALTIS HUMAN RESOURCES,2017-2018,370777.5445265977
ALTIS HUMAN RESOURCES,2018-2019,395294.3413833384
ALTIS HUMAN RESOURCES,2019-2020,416515.8752830027
ALTIS HUMAN RESOURCES,2020-2021,119087.84476705988
AMITA,2017-2018,124414.86263736265
AMITA,2018-2019,262616.77958461293
AMITA,2019-2020,228838.3164983165
AMITA,2020-2021,214457.7665544332
ATWOOD RESOURCES,2017-2018,696716.2705667276
ATWOOD RESOURCES,2018-2019,501135.83868011
ATWOOD RESOURCES,2019-2020,509488.10265811183
ATWOOD RESOURCES,2020-2021,687616.0586617782
AVENAI,2019-2020,890184.9842490841
AVENAI,2020-2021,897562.2078754578
AVI SPL CANADA,2017-2018,301304.2106934307
AVI SPL CANADA,2018-2019,463588.28
AVI SPL CANADA,2019-2020,119148.23
AVI SPL CANADA,2020-2021,273711.63916666666
AVONDALE CONSTRUCTION,2017-2018,3000440.8817447494
AVONDALE CONSTRUCTION,2019-2020,186044.33
BIO RAD LABORATORIES CANADA,2017-2018,446187.06
BIO RAD LABORATORIES CANADA,2018-2019,307534.52999999997
BIO RAD LABORATORIES CANADA,2019-2020,270194.02
BIO RAD LABORATORIES CANADA,2020-2021,192428.5303267974
BLACK MCDONALD,2017-2018,1167809.4553478705
BLACK MCDONALD,2018-2019,1103428.9261989344
BLACK MCDONALD,2019-2020,1106452.0191474247
BLACK MCDONALD,2020-2021,1194875.9123375483
BOTTING ASSOCIATES ALBERTA,2017-2018,1030139.2820645161
BUREAU VERITAS CANADA 2019,2019-2020,6182316.455945946
BUREAU VERITAS CANADA 2019,2020-2021,6420694.024054054
