d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,39813.72,40845.43
1_facilities_and_construction,2018-2019,39813.72,40432.89
1_facilities_and_construction,2019-2020,24507.39,23943.73
1_facilities_and_construction,2020-2021,21628.85,20495.09
1_facilities_and_construction,2021-2022,11641.70,10808.68
10_office_management,2017-2018,362841.09,371765.70
10_office_management,2018-2019,367592.85,372799.91
10_office_management,2019-2020,380363.80,377614.93
10_office_management,2020-2021,199532.17,189708.64
10_office_management,2021-2022,264432.75,243624.44
2_professional_services,2017-2018,1177324.20,1207071.82
2_professional_services,2018-2019,1715167.90,1739187.55
2_professional_services,2019-2020,1769822.70,1747564.33
2_professional_services,2020-2021,2670704.85,2539572.27
2_professional_services,2021-2022,1466720.36,1362134.90
3_information_technology,2017-2018,5617512.64,5760324.66
3_information_technology,2018-2019,8276801.74,8394741.38
3_information_technology,2019-2020,10298750.43,10202090.88
3_information_technology,2020-2021,6786391.45,6448928.99
3_information_technology,2021-2022,8560137.27,7938192.71
6_industrial_products_and_services,2017-2018,143632.86,147216.43
6_industrial_products_and_services,2018-2019,179409.89,181687.88
6_industrial_products_and_services,2019-2020,686723.35,680821.09
6_industrial_products_and_services,2020-2021,719614.68,683917.02
6_industrial_products_and_services,2021-2022,439749.43,408433.20
8_security_and_protection,2017-2018,273866.73,280963.11
8_security_and_protection,2018-2019,41270.71,42015.92
8_security_and_protection,2019-2020,43965.93,43594.90
8_security_and_protection,2020-2021,2036258.10,1935810.06
8_security_and_protection,2021-2022,2065656.94,1917848.86
9_human_capital,2017-2018,193963.09,198890.93
9_human_capital,2018-2019,267581.29,271163.46
9_human_capital,2019-2020,224225.89,222873.53
9_human_capital,2020-2021,147690.84,140552.25
9_human_capital,2021-2022,77410.62,71934.20
