d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,39813.72,40845.43
1_facilities_and_construction,2018-2019,39813.72,40432.89
1_facilities_and_construction,2019-2020,24507.39,23943.73
1_facilities_and_construction,2020-2021,21628.85,20495.09
1_facilities_and_construction,2021-2022,11641.70,10808.68
10_office_management,2017-2018,363270.00,372205.08
10_office_management,2018-2019,368426.82,373646.85
10_office_management,2019-2020,381200.05,378444.12
10_office_management,2020-2021,200366.13,190501.47
10_office_management,2021-2022,265266.71,244398.73
2_professional_services,2017-2018,1217312.64,1248056.29
2_professional_services,2018-2019,1720026.39,1744110.27
2_professional_services,2019-2020,1776714.98,1754398.44
2_professional_services,2020-2021,2677578.29,2546106.65
2_professional_services,2021-2022,1473593.81,1368516.52
3_information_technology,2017-2018,5621830.09,5764743.88
3_information_technology,2018-2019,8311749.82,8430254.64
3_information_technology,2019-2020,10243966.99,10147769.76
3_information_technology,2020-2021,6734023.45,6399147.37
3_information_technology,2021-2022,8614747.43,7986487.22
6_industrial_products_and_services,2017-2018,142957.23,146523.30
6_industrial_products_and_services,2018-2019,178734.26,181001.74
6_industrial_products_and_services,2019-2020,686327.23,680425.32
6_industrial_products_and_services,2020-2021,719614.68,683917.02
6_industrial_products_and_services,2021-2022,439749.43,408433.20
8_security_and_protection,2017-2018,273866.73,280963.11
8_security_and_protection,2018-2019,41270.71,42015.92
8_security_and_protection,2019-2020,281506.17,279130.55
8_security_and_protection,2020-2021,2036258.10,1935810.06
8_security_and_protection,2021-2022,2065656.94,1917848.86
9_human_capital,2017-2018,193963.09,198890.93
9_human_capital,2018-2019,267581.29,271163.46
9_human_capital,2019-2020,224225.89,222873.53
9_human_capital,2020-2021,147690.84,140552.25
9_human_capital,2021-2022,77410.62,71934.20
