owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,24596.31,25208.01
aafc-aac,2018-2019,20925.74,21380.24
aafc-aac,2019-2020,67682.90,67025.89
aafc-aac,2020-2021,74635.23,70953.49
aafc-aac,2021-2022,74635.23,69294.70
cfia-acia,2017-2018,1455182.79,1492131.29
cfia-acia,2018-2019,1095647.37,1112686.31
cfia-acia,2019-2020,1098649.14,1089377.67
cfia-acia,2020-2021,1095647.37,1041599.40
cfia-acia,2021-2022,1253498.85,1163804.74
cnsc-ccsn,2020-2021,22971.51,21841.39
cnsc-ccsn,2021-2022,39550.00,36720.00
cra-arc,2017-2018,0.00,0.00
cra-arc,2018-2019,0.00,0.00
cra-arc,2019-2020,0.00,0.00
cra-arc,2020-2021,0.00,0.00
csc-scc,2017-2018,229732.89,235638.95
csc-scc,2018-2019,263664.78,267765.16
csc-scc,2019-2020,264387.15,262156.00
csc-scc,2020-2021,120194.67,114319.65
pc,2017-2018,467629.73,479747.55
pc,2018-2019,467629.73,474902.06
pc,2019-2020,468910.91,464953.78
pc,2020-2021,467629.73,444561.69
vac-acc,2017-2018,216685.17,222300.19
vac-acc,2018-2019,108639.41,110797.73
