d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2019-2020,271538.54,268358.10
0_other,2020-2021,73180.39,69080.82
1_facilities_and_construction,2017-2018,484929.78,496974.45
1_facilities_and_construction,2018-2019,399986.68,406630.40
1_facilities_and_construction,2019-2020,232277.84,229095.81
1_facilities_and_construction,2020-2021,215405.05,204736.85
1_facilities_and_construction,2021-2022,322933.58,298235.63
10_office_management,2017-2018,11123386.20,11405685.23
10_office_management,2018-2019,4340787.28,4401739.89
10_office_management,2019-2020,8587317.93,8445252.43
10_office_management,2020-2021,11580557.51,10993857.86
10_office_management,2021-2022,15752652.99,14526679.24
2_professional_services,2017-2018,466727104.65,478809131.14
2_professional_services,2018-2019,471140267.93,478436998.25
2_professional_services,2019-2020,91558394.93,90673710.90
2_professional_services,2020-2021,174689023.87,165957481.99
2_professional_services,2021-2022,257499490.72,238714046.60
3_information_technology,2017-2018,125107812.82,128308632.89
3_information_technology,2018-2019,142888602.33,145060220.78
3_information_technology,2019-2020,154061281.11,152399269.89
3_information_technology,2020-2021,249854158.71,237461797.41
3_information_technology,2021-2022,274022944.70,253547992.35
4_medical,2017-2018,1455870.16,1493348.92
4_medical,2018-2019,965896.56,980658.75
4_medical,2019-2020,775851.34,767611.47
4_medical,2020-2021,725806.37,689480.61
4_medical,2021-2022,969226.94,897677.39
5_transportation_and_logistics,2017-2018,657781.31,674306.01
5_transportation_and_logistics,2018-2019,956951.72,970289.35
5_transportation_and_logistics,2019-2020,949909.12,940552.08
5_transportation_and_logistics,2020-2021,1154616.97,1096274.00
5_transportation_and_logistics,2021-2022,712501.31,660941.00
6_industrial_products_and_services,2017-2018,651371.39,666972.54
6_industrial_products_and_services,2018-2019,58060.50,58758.71
6_industrial_products_and_services,2019-2020,493970.33,483774.99
6_industrial_products_and_services,2020-2021,1816456.64,1716705.69
6_industrial_products_and_services,2021-2022,904483.60,841675.10
7_travel,2017-2018,34182.34,35002.35
7_travel,2018-2019,74066.65,75088.54
8_security_and_protection,2017-2018,8062794.99,8271698.81
8_security_and_protection,2018-2019,7942123.80,8058499.79
8_security_and_protection,2019-2020,7965367.00,7895557.41
8_security_and_protection,2020-2021,24672506.69,23462638.10
8_security_and_protection,2021-2022,38892114.17,36101227.33
9_human_capital,2017-2018,6275466.72,6437015.29
9_human_capital,2018-2019,5848355.95,5936551.04
9_human_capital,2019-2020,5990857.78,5933693.58
9_human_capital,2020-2021,6863943.18,6509896.74
9_human_capital,2021-2022,12395978.64,11439798.82
