d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,73682986.76,75578731.46
it_consulting_services,2018-2019,94802380.16,96256005.99
it_consulting_services,2019-2020,98764798.36,97845482.99
it_consulting_services,2020-2021,176873130.40,168160883.28
it_consulting_services,2021-2022,219646624.85,203512774.16
it_devices_equipment,2017-2018,16582685.99,16996170.06
it_devices_equipment,2018-2019,12358446.10,12521069.64
it_devices_equipment,2019-2020,25129720.65,24662852.42
it_devices_equipment,2020-2021,45456668.17,43177872.48
it_devices_equipment,2021-2022,52259863.97,48068750.26
it_other,2017-2018,4723257.78,4837556.69
it_other,2018-2019,4531036.72,4592904.59
it_other,2019-2020,4629895.28,4574769.09
it_other,2020-2021,9833842.06,9323700.64
it_other,2021-2022,5255508.21,4841486.88
it_software_licensing,2017-2018,30342432.76,31125401.87
it_software_licensing,2018-2019,31258709.59,31753556.76
it_software_licensing,2019-2020,26613666.56,26366877.94
it_software_licensing,2020-2021,46654195.62,44313421.59
it_software_licensing,2021-2022,64333755.58,59702367.16
