d_vendor_name,d_fiscal_year,total
ALTIS HUMAN RESOURCES,2020-2021,96038.70
BELL CANADA,2020-2021,11656.63
CANON,2020-2021,3161.29
DELL COMPUTER,2020-2021,161356.20
EBSCO CANADA,2019-2020,4967.95
EBSCO CANADA,2020-2021,16309.32
ECOLE DE LANGUES ABCE,2019-2020,10934.00
LUMINA IT,2019-2020,1259.26
LUMINA IT,2020-2021,15740.74
NISHA TECHONOLOGIES,2020-2021,103836.31
SOFTCHOICE,2020-2021,14983.80
STONEWORKS TECHNOLOGIES,2020-2021,191397.43
TEKNION,2019-2020,28995.40
TEKNION,2020-2021,24959.10
THOMSON REUTERS,2020-2021,10599.55
