owner_org,d_fiscal_year,total
aafc-aac,2017-2018,1099909.5601765634
aafc-aac,2018-2019,1794855.9433638093
aafc-aac,2019-2020,1704090.8964596272
aafc-aac,2020-2021,1488888
cbsa-asfc,2017-2018,639840.8680048593
cbsa-asfc,2018-2019,459937.83361516305
cbsa-asfc,2019-2020,591013.8613138685
cbsa-asfc,2020-2021,589399.0693430657
cic,2017-2018,673465.5160088553
cic,2018-2019,137340.69181801975
dfatd-maecd,2019-2020,35844.64784
dfatd-maecd,2020-2021,29025.702160000004
dnd-mdn,2017-2018,497300.1547445255
dnd-mdn,2018-2019,3781553.260036496
dnd-mdn,2019-2020,3791913.679927007
dnd-mdn,2020-2021,3284253.1052919705
ec,2017-2018,1559152.9800000002
esdc-edsc,2017-2018,4278130.665369309
esdc-edsc,2018-2019,4535462.193864938
esdc-edsc,2019-2020,6015274.354475268
esdc-edsc,2020-2021,6334925.207487425
hc-sc,2017-2018,1678645.9402066686
hc-sc,2018-2019,1409109.075072569
hc-sc,2019-2020,1412969.647880987
hc-sc,2020-2021,1446040.0717897408
ic,2017-2018,29279.241666666665
ic,2018-2019,30271.75833333333
oag-bvg,2017-2018,23361.43528645833
osfi-bsif,2017-2018,246485.98223350255
osfi-bsif,2018-2019,246485.98223350255
osfi-bsif,2019-2020,247161.28629441626
osfi-bsif,2020-2021,183682.70456852793
pc,2017-2018,343952.07864180865
pc,2018-2019,278522.6559539474
pc,2019-2020,279285.73172368424
pc,2020-2021,426022.04842036986
pch,2017-2018,3953.256784916842
pch,2018-2019,89295.04312483044
pch,2019-2020,33865.970090252704
pwgsc-tpsgc,2017-2018,5056912.872154245
pwgsc-tpsgc,2018-2019,5082686.04446964
pwgsc-tpsgc,2019-2020,5310370.174501901
pwgsc-tpsgc,2020-2021,4685339.313538634
rcmp-grc,2017-2018,506837.21640677156
rcmp-grc,2018-2019,822608.4932461986
rcmp-grc,2019-2020,1586987.6853457645
rcmp-grc,2020-2021,1412927.1353858034
ssc-spc,2018-2019,60345.5613425926
ssc-spc,2019-2020,54260.47490740741
ssc-spc,2020-2021,29079.84375
tbs-sct,2017-2018,11847710.761973191
tbs-sct,2018-2019,19047425.262645185
tbs-sct,2019-2020,14398340.282209778
tbs-sct,2020-2021,16149799.827237835
tc,2017-2018,1294171.4708596254
tc,2018-2019,1251944.923824262
tc,2019-2020,559907.7619666047
tc,2020-2021,139212.03917748918
vac-acc,2017-2018,137554.75439281532
