owner_org,d_fiscal_year,total
aafc-aac,2018-2019,406748.42
aafc-aac,2019-2020,134144.66
aafc-aac,2020-2021,364127.80
aandc-aadnc,2017-2018,37510.66
acoa-apeca,2020-2021,71073.46
cbsa-asfc,2018-2019,447660.14
cbsa-asfc,2019-2020,414940.96
cbsa-asfc,2020-2021,200658.62
ced-dec,2019-2020,51330.79
cfia-acia,2017-2018,213520.23
cfia-acia,2018-2019,71208.19
cfia-acia,2019-2020,143120.28
cic,2017-2018,68496.40
cic,2018-2019,62445.52
cic,2019-2020,70630.84
cnsc-ccsn,2017-2018,107644.38
cnsc-ccsn,2018-2019,53822.18
cra-arc,2017-2018,34246.23
cra-arc,2018-2019,55243.41
crtc,2018-2019,51330.79
csc-scc,2017-2018,711025.50
csc-scc,2018-2019,607472.79
csc-scc,2019-2020,206507.25
dfatd-maecd,2017-2018,228658.01
dfatd-maecd,2018-2019,78020.14
dfatd-maecd,2020-2021,53789.13
dfo-mpo,2017-2018,78694.21
dfo-mpo,2018-2019,153765.21
dfo-mpo,2019-2020,42949.39
dfo-mpo,2020-2021,169298.32
dnd-mdn,2017-2018,2684458.91
dnd-mdn,2018-2019,4103438.37
dnd-mdn,2019-2020,304489.70
dnd-mdn,2020-2021,251823.99
ec,2018-2019,87565.38
ec,2019-2020,164555.03
ec,2020-2021,221068.71
elections,2018-2019,38446.52
esdc-edsc,2018-2019,39116.76
esdc-edsc,2020-2021,316126.00
fin,2020-2021,39213.93
hc-sc,2017-2018,291912.19
hc-sc,2020-2021,67337.22
ic,2017-2018,53822.18
ic,2018-2019,146435.32
isc-sac,2020-2021,432927.73
jus,2018-2019,55243.41
nrc-cnrc,2020-2021,69823.18
nserc-crsng,2019-2020,43825.36
oag-bvg,2020-2021,90776.00
oic-ci,2018-2019,55243.41
pc,2017-2018,144260.27
pc,2018-2019,34209.66
pc,2020-2021,67651.60
pch,2018-2019,31857.41
pch,2020-2021,32947.95
pco-bcp,2019-2020,55243.41
phac-aspc,2020-2021,97831.93
pwgsc-tpsgc,2018-2019,55241.71
rcmp-grc,2017-2018,7903743.32
rcmp-grc,2018-2019,3163341.87
rcmp-grc,2019-2020,2113454.60
rcmp-grc,2020-2021,3191654.34
ssc-spc,2017-2018,7314.50
ssc-spc,2018-2019,7314.50
ssc-spc,2019-2020,7334.54
ssc-spc,2020-2021,7314.50
swc-cfc,2017-2018,38668.81
tc,2017-2018,774675.37
tc,2018-2019,508407.17
tc,2020-2021,35898.97
tsb-bst,2018-2019,34251.48
vac-acc,2019-2020,39858.01
vac-acc,2020-2021,35458.27
