d_vendor_name,d_fiscal_year,total
ABI ADVANCED BUSINESS INTERIORS,2019-2020,16630.809999999998
ACART COMMUNICATIONS,2017-2018,25000
ACCESS 2 NETWORKS,2017-2018,96175.09871232876
ACCESS 2 NETWORKS,2018-2019,27284.2120271775
ACCESS 2 NETWORKS,2019-2020,41672.050696882245
ACCESS 2 NETWORKS,2020-2021,65295.59712722298
ACT,2020-2021,22920.800958904107
ADVANCED BUSINESS INTERIORS,2017-2018,96515.24
ADVANCED BUSINESS INTERIORS,2019-2020,10353.5
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,20958.87287671233
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,28226.617123287666
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,37166.8313069902
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,25733.737653338118
ALTIS HUMAN RESOURCES,2017-2018,18625.95
APPLIED ELECTONICS,2017-2018,18023.74
APPLIED ELECTONICS,2020-2021,32011.88
BLACKBERRY,2019-2020,40620.20833333333
BLACKBERRY,2020-2021,41436.56988584475
BMC SOFTWARE CANADA,2017-2018,4927.7
BMC SOFTWARE CANADA,2018-2019,6564.271897810218
BMC SOFTWARE CANADA,2019-2020,6582.2562043795615
BMC SOFTWARE CANADA,2020-2021,1636.5718978102188
CACHE COMPUTER CONSULTING,2018-2019,24756.37
CACHE COMPUTER CONSULTING,2020-2021,40000
CBCI TELECOM,2018-2019,70133.5
CBCI TELECOM,2019-2020,60125.17
CBCI TELECOM,2020-2021,249411.5
CBCI TELECOM CANADA,2017-2018,165053.65
CDW CANADA,2020-2021,18507.64
CELLEBRITE,2020-2021,8351.263123287672
CISION CANADA,2017-2018,5267.460575342466
CISION CANADA,2018-2019,5975.949424657534
CISTEL TECHNOLOGY,2017-2018,2131302.6691029975
CISTEL TECHNOLOGY,2018-2019,951659.1691029976
CISTEL TECHNOLOGY,2019-2020,3555249.962555271
CISTEL TECHNOLOGY,2020-2021,977143.5178139881
CONEXSYS,2018-2019,57130.72404371585
CONEXSYS,2019-2020,18905.075956284152
COSSETTE COMMUNICATIONS,2017-2018,59955.450000000004
COSSETTE COMMUNICATIONS,2018-2019,19119.6
COSSETTE COMMUNICATIONS,2019-2020,19594.199999999997
CSDC SYSTEMS,2018-2019,9294.718082191781
CSDC SYSTEMS,2019-2020,3086.931917808219
DELL COMPUTER,2018-2019,121988.48
DELL COMPUTER,2020-2021,958.827868852459
EKOS RESEARCH ASSOCIATES,2017-2018,73378.51720647773
EKOS RESEARCH ASSOCIATES,2018-2019,71617.43279352225
ENVIRONICS RESEARCH GROUP,2017-2018,5134.484899328859
ENVIRONICS RESEARCH GROUP,2020-2021,132160.28
EXCEL HUMAN RESOURCES,2017-2018,276268.05
EXCEL HUMAN RESOURCES,2018-2019,287946.78
EXCEL HUMAN RESOURCES,2019-2020,88196.57295111836
EXCEL HUMAN RESOURCES,2020-2021,151508.2210042036
FAST FORWARD FRENCH,2017-2018,19000
FAST FORWARD FRENCH,2018-2019,47130.58823529412
FAST FORWARD FRENCH,2019-2020,47787.05882352941
FAST FORWARD FRENCH,2020-2021,5322.35294117647
FREEBALANCE,2017-2018,38613.75
FREEBALANCE,2020-2021,46049.96589861751
GARTNER,2017-2018,8105.2619178082205
GARTNER,2018-2019,33248.05095890411
GARTNER,2019-2020,25539.12712328767
GARTNER,2020-2021,20108.65561643836
GLOBAL KNOWLEDGE,2018-2019,16780.5
GLOBAL KNOWLEDGE,2019-2020,23487.18
GLOBAL UPHOLSTERY,2017-2018,17950
HEWLETT PACKARD,2017-2018,32471.831698630132
HEWLETT PACKARD,2018-2019,1103.8583013698628
HEWLETT PACKARD,2019-2020,73210.30557377049
HEWLETT PACKARD,2020-2021,118252.06730294184
IBM CANADA,2017-2018,25920.63657534247
IBM CANADA,2020-2021,5506.030904109589
IFATHOM,2017-2018,175911.75
IFATHOM,2018-2019,175911.75
INTERNATIONAL REPORTING,2017-2018,166914.64739904174
INTERNATIONAL REPORTING,2018-2019,166914.64739904174
INTERNATIONAL REPORTING,2019-2020,27895.324633812455
INTERNATIONAL REPORTING,2020-2021,189043.8679245283
IPSOS PARTNERSHIP,2018-2019,183003.5
JUMPING ELEPHANTS,2018-2019,22466.750000000004
JUMPING ELEPHANTS,2020-2021,5663.294117647059
LANNICK CONTRACT SOLUTIONS,2019-2020,85731.10999999999
LEXISNEXIS CANADA,2017-2018,13314.11
LEXISNEXIS CANADA,2018-2019,12231.04
LIONBRIDGE,2017-2018,296499.56809619046
LIONBRIDGE,2018-2019,422547.32420602324
LIONBRIDGE,2019-2020,562477.3258231605
LIONBRIDGE,2020-2021,272912.5437128011
LUMINA IT,2017-2018,1731424.9488787248
LUMINA IT,2018-2019,1815542.2150819334
LUMINA IT,2019-2020,2097982.146691637
LUMINA IT,2020-2021,2528621.577514341
MICROSOFT CANADA,2017-2018,39016.840000000004
MICROSOFT CANADA,2018-2019,242574.48
MINDWIRE SYSTEMS,2017-2018,38808
MINDWIRE SYSTEMS,2019-2020,7333.001272342491
MINDWIRE SYSTEMS,2020-2021,109305.74934169567
"NATIONAL ARTS CENTRE",2020-2021,36612
NIMBLE INFORMATION STRATEGIES,2017-2018,3864.6
NIMBLE INFORMATION STRATEGIES,2018-2019,8678.4
NISHA TECHONOLOGIES,2017-2018,84342.76
NISHA TECHONOLOGIES,2020-2021,11942.269999999999
NOVA NETWORKS,2017-2018,18330.460000000003
OPENTEXT,2018-2019,9602.62416438356
OPENTEXT,2019-2020,9655.385835616438
OPROMA,2019-2020,39804
OPROMA,2020-2021,119097.32926829268
OPTIV CANADA FEDERAL,2019-2020,56870.185027173924
OPTIV CANADA FEDERAL,2020-2021,18682.984972826092
PALADIN TECHNOLOGIES,2020-2021,92363.39
PLEIAD CANADA,2018-2019,30640.829999999998
PLEIAD CANADA,2019-2020,39321.450000000004
PRICEWATERHOUSE COOPERS,2017-2018,3017.417095890411
PRICEWATERHOUSE COOPERS,2018-2019,13321.089406841831
PRICEWATERHOUSE COOPERS,2019-2020,12857.92349726776
PRICEWATERHOUSE COOPERS,2020-2021,1398.4235890410957
PROTAK CONSULTING GROUP,2019-2020,773647.1046295193
PROTAK CONSULTING GROUP,2020-2021,3273489.8262677332
ROGERS,2019-2020,14381.820757299272
ROGERS,2020-2021,27483.584169708032
S P GLOBAL MARKET INTELLIGENCE,2020-2021,1411.7898437499998
SOFTCHOICE,2017-2018,63462.31574479607
SOFTCHOICE,2018-2019,135883.27927580557
SOFTCHOICE,2019-2020,57434.424294466844
SOFTCHOICE,2020-2021,19247.380802375374
STIFF SENTENCES,2017-2018,23650.999999999996
STIFF SENTENCES,2018-2019,23730
STONEWORKS TECHNOLOGIES,2017-2018,457111.72378082195
STONEWORKS TECHNOLOGIES,2018-2019,248807.41403374763
STONEWORKS TECHNOLOGIES,2019-2020,18425.722185430463
STONEWORKS TECHNOLOGIES,2020-2021,86315.2848219178
SYSTEMSCOPE,2018-2019,10170
TELUS CANADA,2017-2018,368897.7707080552
TELUS CANADA,2018-2019,271759.5908175842
THE KTL GROUP,2018-2019,12988.192771084337
THE KTL GROUP,2019-2020,7351.807228915663
THOMSON REUTERS,2017-2018,12375.281287671232
THOMSON REUTERS,2018-2019,12871.400246575342
THOMSON REUTERS,2019-2020,8887.382465753424
TOSHIBA CLIENT SOLUTIONS CANADA,2018-2019,41494.78999999999
TOYOTA CANADA,2018-2019,51330.78999999999
TURTLE ISLAND STAFFING,2018-2019,6374.5625748503
TURTLE ISLAND STAFFING,2019-2020,37076.537425149705
UNIVERSITY OF OTTAWA,2019-2020,27300
UNIVERSITY OF OTTAWA,2020-2021,12600
VMWARE,2017-2018,22724.80915068493
VMWARE,2018-2019,23538.1943176695
VMWARE,2019-2020,5481.866039842292
VMWARE,2020-2021,14553.270491803278
ZYCOM,2017-2018,21088.71
